date,samp_session,id,treatment,series_temp,age,temp,prior_temp,lnmass,z_lnmass,lnmr
7/4/2018,1,ld0449,29,ld0449_1_30,130,30,35.4,-1.461017907,-0.090071294,-5.754002153
7/4/2018,1,ld0449,29,ld0449_1_30,130,30,35.4,-1.461017907,-0.090071294,-5.857491761
7/4/2018,1,ld0449,29,ld0449_1_26,130,26,30,-1.461017907,-0.090071294,-6.382705107
7/4/2018,1,ld0449,29,ld0449_1_26,130,26,30,-1.461017907,-0.090071294,-6.364522788
7/4/2018,1,ld0451,29,ld0451_1_24,124,24,24.1,-1.491654877,-0.238015922,-6.651192073
7/4/2018,1,ld0451,29,ld0451_1_24,124,24,24.1,-1.491654877,-0.238015922,-6.495668709
7/4/2018,1,ld0451,29,ld0451_1_34,124,34,24,-1.491654877,-0.238015922,-5.82054264
7/4/2018,1,ld0451,29,ld0451_1_34,124,34,24,-1.491654877,-0.238015922,-6.302380727
7/4/2018,1,ld0455,29,ld0455_1_30,120,30,24.1,-1.482805262,-0.195281505,-5.602391564
7/4/2018,1,ld0455,29,ld0455_1_30,120,30,24.1,-1.482805262,-0.195281505,-6.655581713
7/4/2018,1,ld0455,29,ld0455_1_26,120,26,30,-1.482805262,-0.195281505,NA
7/4/2018,1,ld0455,29,ld0455_1_26,120,26,30,-1.482805262,-0.195281505,-5.811291137
7/4/2018,1,ld0457,29,ld0457_1_30,119,30,24.4,-1.474033275,-0.152921955,-5.792618228
7/4/2018,1,ld0457,29,ld0457_1_30,119,30,24.4,-1.474033275,-0.152921955,-5.656353348
7/4/2018,1,ld0457,29,ld0457_1_26,119,26,30,-1.474033275,-0.152921955,-6.540335806
7/4/2018,1,ld0457,29,ld0457_1_26,119,26,30,-1.474033275,-0.152921955,-6.429619091
7/4/2018,1,ld0460,23,ld0460_1_30,114,30,24.6,-1.491654877,-0.238015922,-5.743423211
7/4/2018,1,ld0460,23,ld0460_1_30,114,30,24.6,-1.491654877,-0.238015922,-5.838108152
7/4/2018,1,ld0460,23,ld0460_1_26,114,26,30,-1.491654877,-0.238015922,-6.294829169
7/4/2018,1,ld0460,23,ld0460_1_26,114,26,30,-1.491654877,-0.238015922,-6.320362471
7/4/2018,1,ld0461,23,ld0461_1_24,113,24,26.2,-1.570217199,-0.617390051,-6.318605619
7/4/2018,1,ld0461,23,ld0461_1_24,113,24,26.2,-1.570217199,-0.617390051,NA
7/4/2018,1,ld0461,23,ld0461_1_34,113,34,24,-1.570217199,-0.617390051,-6.166524557
7/4/2018,1,ld0461,23,ld0461_1_34,113,34,24,-1.570217199,-0.617390051,-5.798479982
7/4/2018,1,ld0471,29,ld0471_1_24,109,24,23.9,-1.514127733,-0.346536391,-6.632072221
7/4/2018,1,ld0471,29,ld0471_1_24,109,24,23.9,-1.514127733,-0.346536391,-6.740319499
7/4/2018,1,ld0471,29,ld0471_1_34,109,34,24,-1.514127733,-0.346536391,-5.724492578
7/4/2018,1,ld0471,29,ld0471_1_34,109,34,24,-1.514127733,-0.346536391,-5.73794268
7/4/2018,1,ld0472,29,ld0472_1_30,109,30,24.2,-1.514127733,-0.346536391,-5.988628453
7/4/2018,1,ld0472,29,ld0472_1_30,109,30,24.2,-1.514127733,-0.346536391,-6.043386657
7/4/2018,1,ld0472,29,ld0472_1_26,109,26,30,-1.514127733,-0.346536391,-6.448908192
7/4/2018,1,ld0472,29,ld0472_1_26,109,26,30,-1.514127733,-0.346536391,-6.478761155
7/4/2018,1,ld0473,29,ld0473_1_24,109,24,23.9,-1.514127733,-0.346536391,-6.437638776
7/4/2018,1,ld0473,29,ld0473_1_24,109,24,23.9,-1.514127733,-0.346536391,-6.477247914
7/4/2018,1,ld0473,29,ld0473_1_34,109,34,24,-1.514127733,-0.346536391,-5.710562004
7/4/2018,1,ld0473,29,ld0473_1_34,109,34,24,-1.514127733,-0.346536391,-5.580991013
7/4/2018,1,ld0479,23,ld0479_1_24,106,24,23.9,-1.443923474,-0.007522999,-6.450569779
7/4/2018,1,ld0479,23,ld0479_1_24,106,24,23.9,-1.443923474,-0.007522999,-6.24668623
7/4/2018,1,ld0479,23,ld0479_1_34,106,34,24,-1.443923474,-0.007522999,-5.575449975
7/4/2018,1,ld0479,23,ld0479_1_34,106,34,24,-1.443923474,-0.007522999,-5.882888646
7/4/2018,1,ld0481,23,ld0481_1_30,106,30,25.5,-1.518683549,-0.368536237,-5.91749208
7/4/2018,1,ld0481,23,ld0481_1_30,106,30,25.5,-1.518683549,-0.368536237,-5.94261903
7/4/2018,1,ld0481,23,ld0481_1_26,106,26,30,-1.518683549,-0.368536237,-6.59652986
7/4/2018,1,ld0481,23,ld0481_1_26,106,26,30,-1.518683549,-0.368536237,-6.878169618
7/4/2018,1,ld0486,29,ld0486_1_30,100,30,25,-1.551169004,-0.525407124,-5.600367741
7/4/2018,1,ld0486,29,ld0486_1_30,100,30,25,-1.551169004,-0.525407124,-5.668930412
7/4/2018,1,ld0486,29,ld0486_1_26,100,26,30,-1.551169004,-0.525407124,-6.381501473
7/4/2018,1,ld0486,29,ld0486_1_26,100,26,30,-1.551169004,-0.525407124,-6.42841439
7/4/2018,1,ld0494,23,ld0494_1_30,92,30,24.6,-1.47840965,-0.174055283,NA
7/4/2018,1,ld0494,23,ld0494_1_30,92,30,24.6,-1.47840965,-0.174055283,NA
7/4/2018,1,ld0494,23,ld0494_1_26,92,26,30,-1.47840965,-0.174055283,NA
7/4/2018,1,ld0494,23,ld0494_1_26,92,26,30,-1.47840965,-0.174055283,-5.917241856
7/4/2018,1,ld0497,23,ld0497_1_24,91,24,22.8,-1.500583508,-0.281131902,-6.687887243
7/4/2018,1,ld0497,23,ld0497_1_24,91,24,22.8,-1.500583508,-0.281131902,-7.079729849
7/4/2018,1,ld0497,23,ld0497_1_34,91,34,24,-1.500583508,-0.281131902,-6.038157973
7/4/2018,1,ld0497,23,ld0497_1_34,91,34,24,-1.500583508,-0.281131902,-6.154342652
7/4/2018,1,ld0503,29,ld0503_1_24,88,24,24.1,-1.482805262,-0.195281505,-6.189666162
7/4/2018,1,ld0503,29,ld0503_1_24,88,24,24.1,-1.482805262,-0.195281505,-6.327535956
7/4/2018,1,ld0503,29,ld0503_1_34,88,34,24,-1.482805262,-0.195281505,-5.673800731
7/4/2018,1,ld0503,29,ld0503_1_34,88,34,24,-1.482805262,-0.195281505,-5.600373263
7/4/2018,1,ld0507,23,ld0507_1_30,88,30,25.6,-1.565421027,-0.594229538,-5.963042013
7/4/2018,1,ld0507,23,ld0507_1_30,88,30,25.6,-1.565421027,-0.594229538,-6.122255995
7/4/2018,1,ld0507,23,ld0507_1_26,88,26,30,-1.565421027,-0.594229538,-6.567269166
7/4/2018,1,ld0507,23,ld0507_1_26,88,26,30,-1.565421027,-0.594229538,-6.565064094
7/4/2018,1,ld0512,29,ld0512_1_24,82,24,26.2,-1.505077897,-0.302835119,-6.591656319
7/4/2018,1,ld0512,29,ld0512_1_24,82,24,26.2,-1.505077897,-0.302835119,-6.515366615
7/4/2018,1,ld0512,29,ld0512_1_34,82,34,24,-1.505077897,-0.302835119,-6.041806649
7/4/2018,1,ld0512,29,ld0512_1_34,82,34,24,-1.505077897,-0.302835119,NA
7/4/2018,1,ld0513,23,ld0513_1_24,81,24,24.6,-1.452434164,-0.048620759,-6.189766492
7/4/2018,1,ld0513,23,ld0513_1_24,81,24,24.6,-1.452434164,-0.048620759,-6.39973958
7/4/2018,1,ld0513,23,ld0513_1_34,81,34,24,-1.452434164,-0.048620759,-5.696373918
7/4/2018,1,ld0513,23,ld0513_1_34,81,34,24,-1.452434164,-0.048620759,-6.069887426
7/4/2018,1,ld0519,23,ld0519_1_24,72,24,23.9,-1.422958345,0.093716719,-6.901363152
7/4/2018,1,ld0519,23,ld0519_1_24,72,24,23.9,-1.422958345,0.093716719,-6.531503899
7/4/2018,1,ld0519,23,ld0519_1_34,72,34,24,-1.422958345,0.093716719,-6.042078978
7/4/2018,1,ld0519,23,ld0519_1_34,72,34,24,-1.422958345,0.093716719,-5.77058223
7/4/2018,1,ld0539,23,ld0539_1_30,61,30,24.4,-1.5945493,-0.734888735,-5.618476375
7/4/2018,1,ld0539,23,ld0539_1_30,61,30,24.4,-1.5945493,-0.734888735,-5.694946739
7/4/2018,1,ld0539,23,ld0539_1_26,61,26,30,-1.5945493,-0.734888735,-6.326099985
7/4/2018,1,ld0539,23,ld0539_1_26,61,26,30,-1.5945493,-0.734888735,-6.370433486
7/4/2018,1,ld0543,23,ld0543_1_30,56,30,24.1,-1.666008264,-1.079961046,-5.442622657
7/4/2018,1,ld0543,23,ld0543_1_30,56,30,24.1,-1.666008264,-1.079961046,NA
7/4/2018,1,ld0543,23,ld0543_1_26,56,26,30,-1.666008264,-1.079961046,-6.102929348
7/4/2018,1,ld0543,23,ld0543_1_26,56,26,30,-1.666008264,-1.079961046,-5.745075363
7/4/2018,1,ld0544,23,ld0544_1_24,53,24,24.2,-1.703748592,-1.262207492,NA
7/4/2018,1,ld0544,23,ld0544_1_24,53,24,24.2,-1.703748592,-1.262207492,NA
7/4/2018,1,ld0544,23,ld0544_1_34,53,34,24,-1.703748592,-1.262207492,-6.022150752
7/4/2018,1,ld0544,23,ld0544_1_34,53,34,24,-1.703748592,-1.262207492,-5.578711987
7/4/2018,1,ld0546,29,ld0546_1_24,47,24,25.5,-1.57987911,-0.66404701,-6.31341788
7/4/2018,1,ld0546,29,ld0546_1_24,47,24,25.5,-1.57987911,-0.66404701,-6.177316893
7/4/2018,1,ld0546,29,ld0546_1_34,47,34,24,-1.57987911,-0.66404701,-5.761030793
7/4/2018,1,ld0546,29,ld0546_1_34,47,34,24,-1.57987911,-0.66404701,-5.81806692
7/4/2018,1,ld0550,29,ld0550_1_30,36,30,25.1,-1.720369473,-1.342469024,-6.174991435
7/4/2018,1,ld0550,29,ld0550_1_30,36,30,25.1,-1.720369473,-1.342469024,-6.59122091
7/4/2018,1,ld0550,29,ld0550_1_26,36,26,30,-1.720369473,-1.342469024,-6.516368744
7/4/2018,1,ld0550,29,ld0550_1_26,36,26,30,-1.720369473,-1.342469024,-6.715431609
7/4/2018,1,ld0553,23,ld0553_1_24,26,24,24.2,-1.883874758,-2.132029122,-6.23511184
7/4/2018,1,ld0553,23,ld0553_1_24,26,24,24.2,-1.883874758,-2.132029122,-6.380045865
7/4/2018,1,ld0553,23,ld0553_1_34,26,34,24,-1.883874758,-2.132029122,-5.880121589
7/4/2018,1,ld0553,23,ld0553_1_34,26,34,24,-1.883874758,-2.132029122,-5.741719266
8/4/2018,1,ld0449,29,ld0449_1_24,131,24,23.9,-1.546463113,-0.502682575,-6.863834103
8/4/2018,1,ld0449,29,ld0449_1_24,131,24,23.9,-1.546463113,-0.502682575,-6.759219022
8/4/2018,1,ld0449,29,ld0449_1_32,131,32,24,-1.546463113,-0.502682575,-6.086191704
8/4/2018,1,ld0449,29,ld0449_1_32,131,32,24,-1.546463113,-0.502682575,-6.135903728
8/4/2018,1,ld0451,29,ld0451_1_32,125,32,25.5,-1.509592577,-0.324636319,-6.258714469
8/4/2018,1,ld0451,29,ld0451_1_32,125,32,25.5,-1.509592577,-0.324636319,-6.118102518
8/4/2018,1,ld0451,29,ld0451_1_28,125,28,32,-1.509592577,-0.324636319,-6.622790904
8/4/2018,1,ld0451,29,ld0451_1_28,125,28,32,-1.509592577,-0.324636319,-6.54115795
8/4/2018,1,ld0455,29,ld0455_1_24,121,24,24.4,-1.505077897,-0.302835119,-6.678170154
8/4/2018,1,ld0455,29,ld0455_1_24,121,24,24.4,-1.505077897,-0.302835119,-6.768788388
8/4/2018,1,ld0455,29,ld0455_1_32,121,32,24,-1.505077897,-0.302835119,-5.892986589
8/4/2018,1,ld0455,29,ld0455_1_32,121,32,24,-1.505077897,-0.302835119,-5.87712457
8/4/2018,1,ld0457,29,ld0457_1_24,120,24,25.6,-1.551169004,-0.525407124,-6.680505169
8/4/2018,1,ld0457,29,ld0457_1_24,120,24,25.6,-1.551169004,-0.525407124,-6.609859404
8/4/2018,1,ld0457,29,ld0457_1_32,120,32,24,-1.551169004,-0.525407124,-6.285125231
8/4/2018,1,ld0457,29,ld0457_1_32,120,32,24,-1.551169004,-0.525407124,-6.617581873
8/4/2018,1,ld0460,23,ld0460_1_24,115,24,24.6,-1.575036486,-0.640662181,-6.68540866
8/4/2018,1,ld0460,23,ld0460_1_24,115,24,24.6,-1.575036486,-0.640662181,-6.871227598
8/4/2018,1,ld0460,23,ld0460_1_32,115,32,24,-1.575036486,-0.640662181,NA
8/4/2018,1,ld0460,23,ld0460_1_32,115,32,24,-1.575036486,-0.640662181,-6.307795442
8/4/2018,1,ld0461,23,ld0461_1_32,114,32,23.5,-1.57987911,-0.66404701,-6.320182698
8/4/2018,1,ld0461,23,ld0461_1_32,114,32,23.5,-1.57987911,-0.66404701,-6.112239244
8/4/2018,1,ld0461,23,ld0461_1_28,114,28,32,-1.57987911,-0.66404701,-6.582029869
8/4/2018,1,ld0461,23,ld0461_1_28,114,28,32,-1.57987911,-0.66404701,-6.364642366
8/4/2018,1,ld0471,29,ld0471_1_32,110,32,25.2,-1.541779264,-0.480064465,-6.343683009
8/4/2018,1,ld0471,29,ld0471_1_32,110,32,25.2,-1.541779264,-0.480064465,-5.893170723
8/4/2018,1,ld0471,29,ld0471_1_28,110,28,32,-1.541779264,-0.480064465,-6.719150859
8/4/2018,1,ld0471,29,ld0471_1_28,110,28,32,-1.541779264,-0.480064465,NA
8/4/2018,1,ld0472,29,ld0472_1_24,110,24,24.3,-1.555897146,-0.548239118,-7.361307408
8/4/2018,1,ld0472,29,ld0472_1_24,110,24,24.3,-1.555897146,-0.548239118,-7.028694148
8/4/2018,1,ld0472,29,ld0472_1_32,110,32,24,-1.555897146,-0.548239118,-6.049033602
8/4/2018,1,ld0472,29,ld0472_1_32,110,32,24,-1.555897146,-0.548239118,-5.926071891
8/4/2018,1,ld0473,29,ld0473_1_32,110,32,25.1,-1.575036486,-0.640662181,-5.831512529
8/4/2018,1,ld0473,29,ld0473_1_32,110,32,25.1,-1.575036486,-0.640662181,-5.745745707
8/4/2018,1,ld0473,29,ld0473_1_28,110,28,32,-1.575036486,-0.640662181,-6.183223631
8/4/2018,1,ld0473,29,ld0473_1_28,110,28,32,-1.575036486,-0.640662181,-6.098065823
8/4/2018,1,ld0479,23,ld0479_1_32,107,32,24.4,-1.537117251,-0.457551802,-5.846665037
8/4/2018,1,ld0479,23,ld0479_1_32,107,32,24.4,-1.537117251,-0.457551802,-6.066027866
8/4/2018,1,ld0479,23,ld0479_1_28,107,28,32,-1.537117251,-0.457551802,-6.380886267
8/4/2018,1,ld0479,23,ld0479_1_28,107,28,32,-1.537117251,-0.457551802,-6.591028066
8/4/2018,1,ld0481,23,ld0481_1_24,107,24,24.4,-1.5847453,-0.687545634,-7.445562586
8/4/2018,1,ld0481,23,ld0481_1_24,107,24,24.4,-1.5847453,-0.687545634,-7.023349621
8/4/2018,1,ld0481,23,ld0481_1_32,107,32,24,-1.5847453,-0.687545634,-6.276540319
8/4/2018,1,ld0481,23,ld0481_1_32,107,32,24,-1.5847453,-0.687545634,-6.355879214
8/4/2018,1,ld0486,29,ld0486_1_24,101,24,25,-1.64506509,-0.978827347,-6.701550374
8/4/2018,1,ld0486,29,ld0486_1_24,101,24,25,-1.64506509,-0.978827347,-6.753577712
8/4/2018,1,ld0486,29,ld0486_1_32,101,32,24,-1.64506509,-0.978827347,-6.192236077
8/4/2018,1,ld0486,29,ld0486_1_32,101,32,24,-1.64506509,-0.978827347,-6.307594869
8/4/2018,1,ld0494,23,ld0494_1_24,93,24,24.3,-1.57987911,-0.66404701,-6.691648261
8/4/2018,1,ld0494,23,ld0494_1_24,93,24,24.3,-1.57987911,-0.66404701,-6.529819658
8/4/2018,1,ld0494,23,ld0494_1_32,93,32,24,-1.57987911,-0.66404701,-5.711155501
8/4/2018,1,ld0494,23,ld0494_1_32,93,32,24,-1.57987911,-0.66404701,-5.831441667
8/4/2018,1,ld0497,23,ld0497_1_32,92,32,24.8,-1.5945493,-0.734888735,-6.732930864
8/4/2018,1,ld0497,23,ld0497_1_32,92,32,24.8,-1.5945493,-0.734888735,-5.964560262
8/4/2018,1,ld0497,23,ld0497_1_28,92,28,32,-1.5945493,-0.734888735,-6.842807089
8/4/2018,1,ld0497,23,ld0497_1_28,92,28,32,-1.5945493,-0.734888735,-6.234069827
8/4/2018,1,ld0503,29,ld0503_1_32,89,32,24.4,-1.570217199,-0.617390051,-6.211935385
8/4/2018,1,ld0503,29,ld0503_1_32,89,32,24.4,-1.570217199,-0.617390051,-5.834516396
8/4/2018,1,ld0503,29,ld0503_1_28,89,28,32,-1.570217199,-0.617390051,-6.480347043
8/4/2018,1,ld0503,29,ld0503_1_28,89,28,32,-1.570217199,-0.617390051,-6.011465678
8/4/2018,1,ld0507,23,ld0507_1_24,89,24,24.2,-1.62455155,-0.879768331,-7.067925195
8/4/2018,1,ld0507,23,ld0507_1_24,89,24,24.2,-1.62455155,-0.879768331,-6.545828774
8/4/2018,1,ld0507,23,ld0507_1_32,89,32,24,-1.62455155,-0.879768331,-6.189062359
8/4/2018,1,ld0507,23,ld0507_1_32,89,32,24,-1.62455155,-0.879768331,-5.861849448
8/4/2018,1,ld0512,29,ld0512_1_32,83,32,24.2,-1.541779264,-0.480064465,-6.39871929
8/4/2018,1,ld0512,29,ld0512_1_32,83,32,24.2,-1.541779264,-0.480064465,-6.772456259
8/4/2018,1,ld0512,29,ld0512_1_28,83,28,32,-1.541779264,-0.480064465,-6.651847177
8/4/2018,1,ld0512,29,ld0512_1_28,83,28,32,-1.541779264,-0.480064465,-6.926595501
8/4/2018,1,ld0513,23,ld0513_1_32,82,32,25,-1.48722028,-0.216601441,-5.97001806
8/4/2018,1,ld0513,23,ld0513_1_32,82,32,25,-1.48722028,-0.216601441,-5.987304575
8/4/2018,1,ld0513,23,ld0513_1_28,82,28,32,-1.48722028,-0.216601441,-6.260456943
8/4/2018,1,ld0513,23,ld0513_1_28,82,28,32,-1.48722028,-0.216601441,-6.268489115
8/4/2018,1,ld0519,23,ld0519_1_32,73,32,24.8,-1.496109227,-0.259525791,-5.966653066
8/4/2018,1,ld0519,23,ld0519_1_32,73,32,24.8,-1.496109227,-0.259525791,-5.892599998
8/4/2018,1,ld0519,23,ld0519_1_28,73,28,32,-1.496109227,-0.259525791,-6.364367583
8/4/2018,1,ld0519,23,ld0519_1_28,73,28,32,-1.496109227,-0.259525791,-6.263151985
8/4/2018,1,ld0539,23,ld0539_1_24,62,24,25,-1.62455155,-0.879768331,-7.112792533
8/4/2018,1,ld0539,23,ld0539_1_24,62,24,25,-1.62455155,-0.879768331,-6.988867363
8/4/2018,1,ld0539,23,ld0539_1_32,62,32,24,-1.62455155,-0.879768331,-6.637367626
8/4/2018,1,ld0539,23,ld0539_1_32,62,32,24,-1.62455155,-0.879768331,-6.093752179
8/4/2018,1,ld0543,23,ld0543_1_24,57,24,25,-1.789761467,-1.677560022,-6.927813052
8/4/2018,1,ld0543,23,ld0543_1_24,57,24,25,-1.789761467,-1.677560022,-6.801061347
8/4/2018,1,ld0543,23,ld0543_1_32,57,32,24,-1.789761467,-1.677560022,-6.264561986
8/4/2018,1,ld0543,23,ld0543_1_32,57,32,24,-1.789761467,-1.677560022,-6.114063975
8/4/2018,1,ld0544,23,ld0544_1_32,54,32,24.4,-1.795767491,-1.706562858,-6.157151647
8/4/2018,1,ld0544,23,ld0544_1_32,54,32,24.4,-1.795767491,-1.706562858,-5.855860429
8/4/2018,1,ld0544,23,ld0544_1_28,54,28,32,-1.795767491,-1.706562858,-6.532982161
8/4/2018,1,ld0544,23,ld0544_1_28,54,28,32,-1.795767491,-1.706562858,-6.242936952
8/4/2018,1,ld0546,29,ld0546_1_32,48,32,24.4,-1.62964062,-0.904343232,-5.981657305
8/4/2018,1,ld0546,29,ld0546_1_32,48,32,24.4,-1.62964062,-0.904343232,-5.807026419
8/4/2018,1,ld0546,29,ld0546_1_28,48,28,32,-1.62964062,-0.904343232,-6.31680909
8/4/2018,1,ld0546,29,ld0546_1_28,48,28,32,-1.62964062,-0.904343232,-6.14598436
8/4/2018,1,ld0550,29,ld0550_1_24,37,24,23.9,-1.74869998,-1.479275841,-6.932694182
8/4/2018,1,ld0550,29,ld0550_1_24,37,24,23.9,-1.74869998,-1.479275841,-7.245175369
8/4/2018,1,ld0550,29,ld0550_1_32,37,32,24,-1.74869998,-1.479275841,-6.298883859
8/4/2018,1,ld0550,29,ld0550_1_32,37,32,24,-1.74869998,-1.479275841,-6.106211891
8/4/2018,1,ld0553,23,ld0553_1_32,27,32,24.6,-1.924148657,-2.326510076,NA
8/4/2018,1,ld0553,23,ld0553_1_32,27,32,24.6,-1.924148657,-2.326510076,-6.346452062
8/4/2018,1,ld0553,23,ld0553_1_28,27,28,32,-1.924148657,-2.326510076,NA
8/4/2018,1,ld0553,23,ld0553_1_28,27,28,32,-1.924148657,-2.326510076,-6.699367594
9/4/2018,1,ld0458,29,ld0458_1_28,120,28,23.3,-1.937941979,-2.393117445,-6.170761092
9/4/2018,1,ld0458,29,ld0458_1_28,120,28,23.3,-1.937941979,-2.393117445,-6.349962521
9/4/2018,1,ld0458,29,ld0458_1_32,120,32,28,-1.937941979,-2.393117445,-5.912022356
9/4/2018,1,ld0458,29,ld0458_1_32,120,32,28,-1.937941979,-2.393117445,-5.79423932
9/4/2018,1,ld0463,23,ld0463_1_34,115,34,23.7,-1.518683549,-0.368536237,-6.058275832
9/4/2018,1,ld0463,23,ld0463_1_34,115,34,23.7,-1.518683549,-0.368536237,-5.790011845
9/4/2018,1,ld0463,23,ld0463_1_26,115,26,34,-1.518683549,-0.368536237,-6.397143412
9/4/2018,1,ld0463,23,ld0463_1_26,115,26,34,-1.518683549,-0.368536237,-6.467544734
9/4/2018,1,ld0466,29,ld0466_1_34,112,34,23.2,-1.514127733,-0.346536391,-5.757615932
9/4/2018,1,ld0466,29,ld0466_1_34,112,34,23.2,-1.514127733,-0.346536391,-5.735092457
9/4/2018,1,ld0466,29,ld0466_1_26,112,26,34,-1.514127733,-0.346536391,-6.106254263
9/4/2018,1,ld0466,29,ld0466_1_26,112,26,34,-1.514127733,-0.346536391,-5.931040967
9/4/2018,1,ld0469,29,ld0469_1_34,111,34,23,-1.518683549,-0.368536237,-5.893196081
9/4/2018,1,ld0469,29,ld0469_1_34,111,34,23,-1.518683549,-0.368536237,-5.842337664
9/4/2018,1,ld0469,29,ld0469_1_26,111,26,34,-1.518683549,-0.368536237,-6.329807084
9/4/2018,1,ld0469,29,ld0469_1_26,111,26,34,-1.518683549,-0.368536237,-6.224971713
9/4/2018,1,ld0477,23,ld0477_1_34,108,34,23.7,-1.461017907,-0.090071294,-5.787847982
9/4/2018,1,ld0477,23,ld0477_1_34,108,34,23.7,-1.461017907,-0.090071294,-5.727131309
9/4/2018,1,ld0477,23,ld0477_1_26,108,26,34,-1.461017907,-0.090071294,-6.090134839
9/4/2018,1,ld0477,23,ld0477_1_26,108,26,34,-1.461017907,-0.090071294,-6.619242508
9/4/2018,1,ld0487,23,ld0487_1_28,101,28,24.1,-1.709258248,-1.288813387,-6.132972029
9/4/2018,1,ld0487,23,ld0487_1_28,101,28,24.1,-1.709258248,-1.288813387,-5.905327345
9/4/2018,1,ld0487,23,ld0487_1_32,101,32,28,-1.709258248,-1.288813387,-5.711070103
9/4/2018,1,ld0487,23,ld0487_1_32,101,32,28,-1.709258248,-1.288813387,-5.640618442
9/4/2018,1,ld0488,29,ld0488_1_28,92,28,22.6,-1.614450454,-0.830990566,-6.540576448
9/4/2018,1,ld0488,29,ld0488_1_28,92,28,22.6,-1.614450454,-0.830990566,-6.403520201
9/4/2018,1,ld0488,29,ld0488_1_32,92,32,28,-1.614450454,-0.830990566,-5.87771868
9/4/2018,1,ld0488,29,ld0488_1_32,92,32,28,-1.614450454,-0.830990566,-6.048384294
9/4/2018,1,ld0489,29,ld0489_1_28,92,28,23.3,-2.071473372,-3.037934886,-5.793566428
9/4/2018,1,ld0489,29,ld0489_1_28,92,28,23.3,-2.071473372,-3.037934886,NA
9/4/2018,1,ld0489,29,ld0489_1_32,92,32,28,-2.071473372,-3.037934886,-6.081663753
9/4/2018,1,ld0489,29,ld0489_1_32,92,32,28,-2.071473372,-3.037934886,-5.762729137
9/4/2018,1,ld0490,23,ld0490_1_34,92,34,23.3,-1.452434164,-0.048620759,-5.91984432
9/4/2018,1,ld0490,23,ld0490_1_34,92,34,23.3,-1.452434164,-0.048620759,-5.740503391
9/4/2018,1,ld0490,23,ld0490_1_26,92,26,34,-1.452434164,-0.048620759,-6.149882741
9/4/2018,1,ld0490,23,ld0490_1_26,92,26,34,-1.452434164,-0.048620759,-6.075774769
9/4/2018,1,ld0492,23,ld0492_1_34,92,34,23.2,-1.527857925,-0.412838911,NA
9/4/2018,1,ld0492,23,ld0492_1_34,92,34,23.2,-1.527857925,-0.412838911,-5.328347805
9/4/2018,1,ld0492,23,ld0492_1_26,92,26,34,-1.527857925,-0.412838911,-6.472815503
9/4/2018,1,ld0492,23,ld0492_1_26,92,26,34,-1.527857925,-0.412838911,-5.980220947
9/4/2018,1,ld0493,29,ld0493_1_34,94,34,22.8,-1.482805262,-0.195281505,-5.718261935
9/4/2018,1,ld0493,29,ld0493_1_34,94,34,22.8,-1.482805262,-0.195281505,-5.61436234
9/4/2018,1,ld0493,29,ld0493_1_26,94,26,34,-1.482805262,-0.195281505,-6.144106243
9/4/2018,1,ld0493,29,ld0493_1_26,94,26,34,-1.482805262,-0.195281505,-6.151784413
9/4/2018,1,ld0502,29,ld0502_1_34,90,34,23,-1.555897146,-0.548239118,-5.848024949
9/4/2018,1,ld0502,29,ld0502_1_34,90,34,23,-1.555897146,-0.548239118,-6.180183974
9/4/2018,1,ld0502,29,ld0502_1_26,90,26,34,-1.555897146,-0.548239118,-6.213066527
9/4/2018,1,ld0502,29,ld0502_1_26,90,26,34,-1.555897146,-0.548239118,-6.298588701
9/4/2018,1,ld0504,29,ld0504_1_28,90,28,23.3,NA,NA,NA
9/4/2018,1,ld0504,29,ld0504_1_28,90,28,23.3,NA,NA,NA
9/4/2018,1,ld0504,29,ld0504_1_32,90,32,28,NA,NA,NA
9/4/2018,1,ld0504,29,ld0504_1_32,90,32,28,NA,NA,NA
9/4/2018,1,ld0505,29,ld0505_1_34,89,34,23,-1.64506509,-0.978827347,-5.910367866
9/4/2018,1,ld0505,29,ld0505_1_34,89,34,23,-1.64506509,-0.978827347,-5.710502
9/4/2018,1,ld0505,29,ld0505_1_26,89,26,34,-1.64506509,-0.978827347,-6.652457986
9/4/2018,1,ld0505,29,ld0505_1_26,89,26,34,-1.64506509,-0.978827347,-6.443150166
9/4/2018,1,ld0510,29,ld0510_1_34,88,34,22.1,-1.509592577,-0.324636319,-5.683245726
9/4/2018,1,ld0510,29,ld0510_1_34,88,34,22.1,-1.509592577,-0.324636319,-5.868574549
9/4/2018,1,ld0510,29,ld0510_1_26,88,26,34,-1.509592577,-0.324636319,-6.183094121
9/4/2018,1,ld0510,29,ld0510_1_26,88,26,34,-1.509592577,-0.324636319,-6.223674224
9/4/2018,1,ld0511,29,ld0511_1_34,84,34,23.2,-1.5945493,-0.734888735,-6.037640806
9/4/2018,1,ld0511,29,ld0511_1_34,84,34,23.2,-1.5945493,-0.734888735,-6.099830565
9/4/2018,1,ld0511,29,ld0511_1_26,84,26,34,-1.5945493,-0.734888735,-6.889838562
9/4/2018,1,ld0511,29,ld0511_1_26,84,26,34,-1.5945493,-0.734888735,-6.583778026
9/4/2018,1,ld0515,23,ld0515_1_28,81,28,24.2,NA,NA,NA
9/4/2018,1,ld0515,23,ld0515_1_28,81,28,24.2,NA,NA,NA
