lizard_id,species,sex,clutch,yolk_trt,temp_trt,date,age,mass,svl,tl
LD001_20,delicata,NA,CL001_20,A,28,11/2/2020,0,0.092,16.609,23.524
LD001_20,delicata,NA,CL001_20,A,28,11/16/2020,14,0.123,18.041,26.51
LD001_20,delicata,NA,CL001_20,A,28,11/22/2020,20,0.152,19.743,28.986
LD001_20,delicata,NA,CL001_20,A,28,11/29/2020,27,0.171,NA,NA
LD001_20,delicata,NA,CL001_20,A,28,12/6/2020,34,0.246,21.679,26.131
LD001_20,delicata,NA,CL001_20,A,28,12/19/2020,47,0.348,24.297,33.584
LD001_20,delicata,NA,CL001_20,A,28,1/5/2021,64,0.366,25.108,35.289
LD001_20,delicata,NA,CL001_20,A,28,1/31/2021,90,0.52,27.526,46.244
LD001_20,delicata,NA,CL001_20,A,28,3/8/2021,126,0.645,30.296,48.267
LD001_20,delicata,NA,CL001_20,A,28,5/25/2021,204,1.226,37,60
LD001_20,delicata,NA,CL001_20,A,28,6/29/2021,239,1.566,40,63
LD001_20,delicata,NA,CL001_20,A,28,8/7/2021,278,1.475,41,63
LD003_19,delicata,NA,CL32,C,28,1/8/2020,12,0.2385,NA,NA
LD010_20,delicata,m,CL004_20,A,28,11/4/2020,0,0.115,17.671,NA
LD010_20,delicata,m,CL004_20,A,28,11/16/2020,12,0.153,18.77,26.467
LD010_20,delicata,m,CL004_20,A,28,11/22/2020,18,0.204,20.202,29.988
LD010_20,delicata,m,CL004_20,A,28,11/29/2020,25,0.1995,NA,NA
LD010_20,delicata,m,CL004_20,A,28,12/6/2020,32,0.255,21.721,31.771
LD010_20,delicata,m,CL004_20,A,28,12/19/2020,45,0.342,22.862,37.421
LD010_20,delicata,m,CL004_20,A,28,1/5/2021,62,0.409,26.54,NA
LD010_20,delicata,m,CL004_20,A,28,1/31/2021,88,0.504,28.813,45.165
LD010_20,delicata,m,CL004_20,A,28,2/2/2021,90,0.485,30.362,NA
LD010_20,delicata,m,CL004_20,A,28,3/8/2021,124,0.679,30.7,49.773
LD010_20,delicata,m,CL004_20,A,28,5/25/2021,202,1.115,36,59
LD010_20,delicata,m,CL004_20,A,28,7/2/2021,240,1.229,38,63
LD010_20,delicata,m,CL004_20,A,28,8/7/2021,276,1.192,38,63
LD011_20,delicata,f,CL004_20,A,28,11/3/2020,0,0.101,18.047,NA
LD011_20,delicata,f,CL004_20,A,28,11/16/2020,13,0.16,19.545,25.023
LD011_20,delicata,f,CL004_20,A,28,11/22/2020,19,0.182,20.471,26.747
LD011_20,delicata,f,CL004_20,A,28,11/29/2020,26,0.1945,NA,NA
LD011_20,delicata,f,CL004_20,A,28,12/6/2020,33,0.227,22.33,29.298
LD011_20,delicata,f,CL004_20,A,28,12/19/2020,46,0.307,23.293,34.82
LD011_20,delicata,f,CL004_20,A,28,1/5/2021,63,0.364,24.37,32.492
LD011_20,delicata,f,CL004_20,A,28,1/31/2021,89,0.482,28.539,40.763
LD011_20,delicata,f,CL004_20,A,28,2/2/2021,91,0.451,28.197,NA
LD011_20,delicata,f,CL004_20,A,28,3/8/2021,125,0.629,31.952,46.481
LD011_20,delicata,f,CL004_20,A,28,5/25/2021,203,1.149,36,55
LD011_20,delicata,f,CL004_20,A,28,7/2/2021,241,1.344,39,58
LD011_20,delicata,f,CL004_20,A,28,8/7/2021,277,1.436,40,59
LD012_20,delicata,m,CL004_20,A,23,11/18/2020,0,0.106,17.234,22.14
LD012_20,delicata,m,CL004_20,A,23,11/30/2020,12,0.15,17.882,21.842
LD012_20,delicata,m,CL004_20,A,23,12/6/2020,18,0.19,19.701,24.419
LD012_20,delicata,m,CL004_20,A,23,12/12/2020,24,0.1785,NA,NA
LD012_20,delicata,m,CL004_20,A,23,12/14/2020,26,0.175,NA,NA
LD012_20,delicata,m,CL004_20,A,23,12/18/2020,30,0.212,21.596,24.912
LD012_20,delicata,m,CL004_20,A,23,1/5/2021,48,0.244,22.377,24.592
LD012_20,delicata,m,CL004_20,A,23,1/31/2021,74,0.345,23.755,35.437
LD012_20,delicata,m,CL004_20,A,23,3/8/2021,110,0.432,28.474,36.97
LD012_20,delicata,m,CL004_20,A,23,5/25/2021,188,0.829,33,50
LD012_20,delicata,m,CL004_20,A,23,6/29/2021,223,0.928,35,54
LD012_20,delicata,m,CL004_20,A,23,8/7/2021,262,0.943,35,54
LD013_20,delicata,f,CL004_20,C,28,11/3/2020,0,0.105,17.94,25.497
LD013_20,delicata,f,CL004_20,C,28,11/16/2020,13,0.142,19.38,27.571
LD013_20,delicata,f,CL004_20,C,28,11/22/2020,19,0.176,20.045,28.517
LD013_20,delicata,f,CL004_20,C,28,11/29/2020,26,0.19,NA,NA
LD013_20,delicata,f,CL004_20,C,28,12/6/2020,33,0.25,21.797,33.708
LD013_20,delicata,f,CL004_20,C,28,12/19/2020,46,0.314,23.848,35.508
LD013_20,delicata,f,CL004_20,C,28,1/5/2021,63,0.395,25.234,33.073
LD013_20,delicata,f,CL004_20,C,28,1/31/2021,89,0.448,NA,NA
LD013_20,delicata,f,CL004_20,C,28,2/2/2021,91,0.421,29.962,41.438
LD013_20,delicata,f,CL004_20,C,28,3/8/2021,125,0.548,31.223,44.206
LD013_20,delicata,f,CL004_20,C,28,5/25/2021,203,0.803,33,52
LD013_20,delicata,f,CL004_20,C,28,7/2/2021,241,0.94,34,52
LD013_20,delicata,f,CL004_20,C,28,8/7/2021,277,0.916,35,54
LD014_20,delicata,f,CL004_20,C,23,11/18/2020,0,0.113,18.816,25.217
LD014_20,delicata,f,CL004_20,C,23,11/30/2020,12,0.19,20.763,27.912
LD014_20,delicata,f,CL004_20,C,23,12/6/2020,18,0.214,22,31.596
LD014_20,delicata,f,CL004_20,C,23,12/12/2020,24,0.219,NA,NA
LD014_20,delicata,f,CL004_20,C,23,12/14/2020,26,0.214,NA,NA
LD014_20,delicata,f,CL004_20,C,23,12/18/2020,30,0.263,21.507,33.012
LD014_20,delicata,f,CL004_20,C,23,1/5/2021,48,0.305,23.997,32.005
LD014_20,delicata,f,CL004_20,C,23,1/31/2021,74,0.395,27.222,NA
LD014_20,delicata,f,CL004_20,C,23,3/8/2021,110,0.492,27.617,42.259
LD014_20,delicata,f,CL004_20,C,23,5/25/2021,188,0.883,35,56
LD014_20,delicata,f,CL004_20,C,23,6/29/2021,223,1.248,38,59
LD014_20,delicata,f,CL004_20,C,23,8/7/2021,262,1.275,40,60
LD018_20,delicata,NA,CL005_20,C,23,11/27/2020,0,0.13,19.57,23.813
LD018_20,delicata,NA,CL005_20,C,23,12/7/2020,10,0.222,20.81,28.71
LD018_20,delicata,NA,CL005_20,C,23,12/11/2020,14,0.231,21.9105,29.2705
LD018_20,delicata,NA,CL005_20,C,23,12/13/2020,16,0.24,23.011,29.831
LD018_20,delicata,NA,CL005_20,C,23,12/13/2020,16,0.24,23.011,29.831
LD018_20,delicata,NA,CL005_20,C,23,12/19/2020,22,0.226,NA,NA
LD018_20,delicata,NA,CL005_20,C,23,12/21/2020,24,0.228,NA,NA
LD018_20,delicata,NA,CL005_20,C,23,12/31/2020,34,0.287,24.004,34.584
LD018_20,delicata,NA,CL005_20,C,23,1/11/2021,45,0.38,25.403,30.187
LD018_20,delicata,NA,CL005_20,C,23,3/8/2021,101,0.597,29.658,44.398
LD018_20,delicata,NA,CL005_20,C,23,5/20/2021,174,1.135,38,56
LD018_20,delicata,NA,CL005_20,C,23,7/5/2021,220,1.406,41,61
LD018_20,delicata,NA,CL005_20,C,23,8/7/2021,253,1.501,42,61
LD018_20,delicata,NA,CL005_20,C,23,12/16/2021,384,1.941,44,65
LD021_20,delicata,NA,CL007_20,A,23,12/1/2020,0,0.134,19.015,25.873
LD021_20,delicata,NA,CL007_20,A,23,12/16/2020,15,0.182,21.364,29.245
LD021_20,delicata,NA,CL007_20,A,23,12/18/2020,17,0.182,21.364,29.245
LD021_20,delicata,NA,CL007_20,A,23,12/20/2020,19,0.236,21.9445,31.3815
LD021_20,delicata,NA,CL007_20,A,23,12/22/2020,21,0.29,22.525,33.518
LD021_20,delicata,NA,CL007_20,A,23,12/22/2020,21,0.29,22.525,33.518
LD021_20,delicata,NA,CL007_20,A,23,12/26/2020,25,0.263,NA,NA
LD021_20,delicata,NA,CL007_20,A,23,12/28/2020,27,0.242,NA,NA
LD021_20,delicata,NA,CL007_20,A,23,12/30/2020,29,0.2445,NA,NA
LD021_20,delicata,NA,CL007_20,A,23,1/1/2021,31,0.346,22.291,35.456
LD021_20,delicata,NA,CL007_20,A,23,1/12/2021,42,0.457,26.303,37.159
LD021_20,delicata,NA,CL007_20,A,23,3/4/2021,93,0.644,30.804,NA
LD021_20,delicata,NA,CL007_20,A,23,3/31/2021,120,0.796,33.536,48.15
LD021_20,delicata,NA,CL007_20,A,23,5/13/2021,163,1.377,37,58
LD021_20,delicata,NA,CL007_20,A,23,6/12/2021,193,1.631,41,65
LD021_20,delicata,NA,CL007_20,A,23,7/29/2021,240,2.044,44,70
LD021_20,delicata,NA,CL007_20,A,23,9/9/2021,282,2.22,45,70
LD022_20,delicata,NA,CL007_20,A,28,11/14/2020,0,0.115,18.291,23.032
LD022_20,delicata,NA,CL007_20,A,28,11/23/2020,9,0.164,19.574,25.703
LD022_20,delicata,NA,CL007_20,A,28,11/29/2020,15,0.1,21.254,27.797
LD022_20,delicata,NA,CL007_20,A,28,12/6/2020,22,0.284,21.879,30.606
LD022_20,delicata,NA,CL007_20,A,28,12/11/2020,27,0.2375,NA,NA
LD022_20,delicata,NA,CL007_20,A,28,12/13/2020,29,0.262,NA,NA
LD022_20,delicata,NA,CL007_20,A,28,12/15/2020,31,0.2445,NA,NA
LD022_20,delicata,NA,CL007_20,A,28,12/19/2020,35,0.313,24.378,32.698
LD022_20,delicata,NA,CL007_20,A,28,1/5/2021,52,0.348,24.163,31.829
LD022_20,delicata,NA,CL007_20,A,28,1/31/2021,78,0.558,27.061,42.236
LD022_20,delicata,NA,CL007_20,A,28,3/8/2021,114,0.67,30.37,47.657
LD022_20,delicata,NA,CL007_20,A,28,5/25/2021,192,1.226,37,59
LD022_20,delicata,NA,CL007_20,A,28,6/29/2021,227,1.395,39,61
LD022_20,delicata,NA,CL007_20,A,28,8/7/2021,266,1.429,41,61
LD026_20,delicata,NA,CL008_20,C,28,11/20/2020,0,0.089,17.937,21.818
LD026_20,delicata,NA,CL008_20,C,28,11/30/2020,10,0.154,17.347,24.716
LD026_20,delicata,NA,CL008_20,C,28,12/6/2020,16,0.195,19.764,26.554
LD026_20,delicata,NA,CL008_20,C,28,12/11/2020,21,0.1975,NA,NA
LD026_20,delicata,NA,CL008_20,C,28,12/13/2020,23,0.1855,NA,NA
LD026_20,delicata,NA,CL008_20,C,28,12/15/2020,25,0.173,NA,NA
LD026_20,delicata,NA,CL008_20,C,28,12/18/2020,28,0.216,20.4,30.029
LD026_20,delicata,NA,CL008_20,C,28,1/5/2021,46,0.251,21.39,28.733
LD026_20,delicata,NA,CL008_20,C,28,1/31/2021,72,0.391,25.745,NA
LD026_20,delicata,NA,CL008_20,C,28,3/8/2021,108,0.462,27.629,42.158
LD026_20,delicata,NA,CL008_20,C,28,5/25/2021,186,0.893,34,54
LD026_20,delicata,NA,CL008_20,C,28,6/29/2021,221,1.112,36,67
LD026_20,delicata,NA,CL008_20,C,28,8/7/2021,260,1.088,37,58
LD027_20,delicata,f,CL008_20,C,23,12/8/2020,0,0.109,17.989,22.382
LD027_20,delicata,f,CL008_20,C,23,12/21/2020,13,0.172,20.015,28.095
LD027_20,delicata,f,CL008_20,C,23,12/23/2020,15,0.172,20.015,28.095
LD027_20,delicata,f,CL008_20,C,23,12/25/2020,17,0.2055,20.588,28.388
LD027_20,delicata,f,CL008_20,C,23,12/27/2020,19,0.239,21.161,28.681
LD027_20,delicata,f,CL008_20,C,23,12/27/2020,19,0.239,21.161,28.681
LD027_20,delicata,f,CL008_20,C,23,1/8/2021,31,0.252,21.407,30.927
LD027_20,delicata,f,CL008_20,C,23,1/8/2021,31,0.2445,NA,NA
LD027_20,delicata,f,CL008_20,C,23,2/13/2021,67,0.395,26.333,32.819
LD027_20,delicata,f,CL008_20,C,23,5/13/2021,156,0.99,35,53
LD027_20,delicata,f,CL008_20,C,23,6/12/2021,186,1.301,37,59
LD027_20,delicata,f,CL008_20,C,23,7/29/2021,233,1.627,40,63
LD027_20,delicata,f,CL008_20,C,23,9/19/2021,285,1.941,42,66
LD035_20,delicata,f,CL012_20,C,23,12/7/2020,0,0.112,17.167,22.305
LD035_20,delicata,f,CL012_20,C,23,12/21/2020,14,0.17,18.735,26.756
LD035_20,delicata,f,CL012_20,C,23,12/23/2020,16,0.17,18.735,26.756
LD035_20,delicata,f,CL012_20,C,23,12/25/2020,18,0.198,20.218,27.146
LD035_20,delicata,f,CL012_20,C,23,12/27/2020,20,0.226,21.701,27.536
LD035_20,delicata,f,CL012_20,C,23,12/27/2020,20,0.226,21.701,27.536
LD035_20,delicata,f,CL012_20,C,23,1/8/2021,32,0.295,22.41,32.865
LD035_20,delicata,f,CL012_20,C,23,1/18/2021,42,0.328,22.98,33.335
LD035_20,delicata,f,CL012_20,C,23,1/27/2021,51,0.3125,NA,NA
LD035_20,delicata,f,CL012_20,C,23,1/29/2021,53,0.288,NA,NA
LD035_20,delicata,f,CL012_20,C,23,3/26/2021,109,0.512,28.342,39.688
LD035_20,delicata,f,CL012_20,C,23,5/13/2021,157,0.766,33,50
LD035_20,delicata,f,CL012_20,C,23,6/14/2021,189,1.025,36,56
LD035_20,delicata,f,CL012_20,C,23,7/31/2021,236,1.309,39,59
LD035_20,delicata,f,CL012_20,C,23,10/7/2021,304,1.631,42,64
LD036_19,delicata,f,CL58,C,23,2/9/2020,7,0.2,22.993,25.126
LD036_19,delicata,f,CL58,C,23,2/16/2020,14,0.205,21.51,27.676
LD036_19,delicata,f,CL58,C,23,2/23/2020,21,0.255,21.868,32.13
LD036_19,delicata,f,CL58,C,23,2/26/2020,24,NA,NA,NA
LD036_19,delicata,f,CL58,C,23,3/1/2020,28,0.248,22.617,33.731
LD036_19,delicata,f,CL58,C,23,3/1/2020,28,0.2495,NA,NA
LD036_19,delicata,f,CL58,C,23,3/3/2020,30,0.248,NA,NA
LD036_19,delicata,f,CL58,C,23,3/5/2020,32,0.2435,NA,NA
LD036_19,delicata,f,CL58,C,23,3/17/2020,44,0.362,23.029,36.294
LD036_19,delicata,f,CL58,C,23,3/28/2020,55,0.447,23.948,40.294
LD036_19,delicata,f,CL58,C,23,4/12/2020,70,0.474,24.961,41.681
LD036_19,delicata,f,CL58,C,23,4/14/2020,72,0.516,29.938,43.511
LD036_19,delicata,f,CL58,C,23,4/28/2020,86,0.592,29.255,45.189
LD036_19,delicata,f,CL58,C,23,5/11/2020,99,0.66,30.998,47.778
LD036_19,delicata,f,CL58,C,23,6/24/2020,143,0.885,34.596,53.642
LD036_19,delicata,f,CL58,C,23,7/3/2020,152,0.82,35.347,55.313
LD036_19,delicata,f,CL58,C,23,7/20/2020,169,0.986,NA,NA
LD036_19,delicata,f,CL58,C,23,8/13/2020,193,1.04,NA,NA
LD036_20,delicata,m,CL012_20,A,28,11/22/2020,0,0.094,18.438,23.825
LD036_20,delicata,m,CL012_20,A,28,11/30/2020,8,0.152,18.998,24.728
LD036_20,delicata,m,CL012_20,A,28,12/6/2020,14,0.213,21.196,28.666
LD036_20,delicata,m,CL012_20,A,28,12/6/2020,14,0.19,19.937,26.973
LD036_20,delicata,m,CL012_20,A,28,12/11/2020,19,0.182,NA,NA
LD036_20,delicata,m,CL012_20,A,28,12/13/2020,21,0.179,NA,NA
LD036_20,delicata,m,CL012_20,A,28,12/15/2020,23,0.169,NA,NA
LD036_20,delicata,m,CL012_20,A,28,1/5/2021,44,0.266,22.056,29.454
LD036_20,delicata,m,CL012_20,A,28,1/31/2021,70,0.366,24.138,35.754
LD036_20,delicata,m,CL012_20,A,28,3/8/2021,106,0.441,26.022,42.103
LD036_20,delicata,m,CL012_20,A,28,5/25/2021,184,0.946,34,55
LD036_20,delicata,m,CL012_20,A,28,6/29/2021,219,0.995,35,57
LD036_20,delicata,m,CL012_20,A,28,8/7/2021,258,1.064,36,55
LD037_20,delicata,NA,CL012_20,A,23,12/8/2020,0,0.097,18.083,20.54
LD037_20,delicata,NA,CL012_20,A,23,12/21/2020,13,0.157,18.626,27.753
LD037_20,delicata,NA,CL012_20,A,23,12/23/2020,15,0.157,18.626,27.753
LD037_20,delicata,NA,CL012_20,A,23,12/25/2020,17,0.184,19.484,27.1875
LD037_20,delicata,NA,CL012_20,A,23,12/27/2020,19,0.211,20.342,26.622
LD037_20,delicata,NA,CL012_20,A,23,12/27/2020,19,0.211,20.342,26.622
LD037_20,delicata,NA,CL012_20,A,23,1/8/2021,31,0.236,21.516,NA
LD037_20,delicata,NA,CL012_20,A,23,1/8/2021,31,0.238,NA,NA
LD037_20,delicata,NA,CL012_20,A,23,2/13/2021,67,0.393,24.918,30.323
LD037_20,delicata,NA,CL012_20,A,23,5/25/2021,168,1.023,35,53
LD037_20,delicata,NA,CL012_20,A,23,7/5/2021,209,1.143,37,55
LD037_20,delicata,NA,CL012_20,A,23,8/5/2021,240,1.15,38,52
LD038_20,delicata,m,CL012_20,C,28,11/20/2020,0,0.12,18.859,24.079
LD038_20,delicata,m,CL012_20,C,28,11/30/2020,10,0.2,20.136,26.332
LD038_20,delicata,m,CL012_20,C,28,12/6/2020,16,0.235,20.559,29.512
LD038_20,delicata,m,CL012_20,C,28,12/12/2020,22,0.224,NA,NA
LD038_20,delicata,m,CL012_20,C,28,12/14/2020,24,0.2055,NA,NA
LD038_20,delicata,m,CL012_20,C,28,12/18/2020,28,0.247,23.827,31.071
LD038_20,delicata,m,CL012_20,C,28,1/5/2021,46,0.35,24.63,31.754
LD038_20,delicata,m,CL012_20,C,28,1/31/2021,72,0.472,28.559,41.549
LD038_20,delicata,m,CL012_20,C,28,2/2/2021,74,0.424,29.107,42.893
LD038_20,delicata,m,CL012_20,C,28,3/8/2021,108,0.632,29.592,48.635
LD038_20,delicata,m,CL012_20,C,28,5/25/2021,186,1.146,37,59
LD038_20,delicata,m,CL012_20,C,28,7/2/2021,224,1.348,39,63
LD038_20,delicata,m,CL012_20,C,28,8/7/2021,260,1.296,39,63
LD044_20,delicata,m,CL014_20,A,28,11/22/2020,0,0.131,19.067,26.312
LD044_20,delicata,m,CL014_20,A,28,11/30/2020,8,0.211,21.197,27.499
LD044_20,delicata,m,CL014_20,A,28,12/6/2020,14,0.238,21.795,29.917
LD044_20,delicata,m,CL014_20,A,28,12/11/2020,19,0.221,NA,NA
LD044_20,delicata,m,CL014_20,A,28,12/13/2020,21,0.226,NA,NA
LD044_20,delicata,m,CL014_20,A,28,12/15/2020,23,0.204,NA,NA
LD044_20,delicata,m,CL014_20,A,28,12/18/2020,26,0.295,23.18,33.339
LD044_20,delicata,m,CL014_20,A,28,1/5/2021,44,0.35,24.531,31.778
LD044_20,delicata,m,CL014_20,A,28,1/31/2021,70,0.471,28.521,42.343
LD044_20,delicata,m,CL014_20,A,28,2/2/2021,72,0.468,27.878,42.563
LD044_20,delicata,m,CL014_20,A,28,3/8/2021,106,0.687,33.282,48.171
LD044_20,delicata,m,CL014_20,A,28,5/25/2021,184,1.134,37,60
LD044_20,delicata,m,CL014_20,A,28,7/2/2021,222,1.286,39,63
LD044_20,delicata,m,CL014_20,A,28,8/7/2021,258,1.299,39,62
LD046_20,delicata,m,CL015_20,A,28,11/24/2020,0,0.103,17.877,24.752
LD046_20,delicata,m,CL015_20,A,28,12/9/2020,15,0.14,18.532,28.948
LD046_20,delicata,m,CL015_20,A,28,12/11/2020,17,0.14,18.532,28.948
LD046_20,delicata,m,CL015_20,A,28,12/13/2020,19,0.1675,19.502,29.3145
LD046_20,delicata,m,CL015_20,A,28,12/15/2020,21,0.195,20.472,29.681
LD046_20,delicata,m,CL015_20,A,28,12/15/2020,21,0.195,20.472,29.681
LD046_20,delicata,m,CL015_20,A,28,12/20/2020,26,0.168,18.541,29.957
LD046_20,delicata,m,CL015_20,A,28,12/20/2020,26,0.174,NA,NA
LD046_20,delicata,m,CL015_20,A,28,12/22/2020,28,0.1515,NA,NA
LD046_20,delicata,m,CL015_20,A,28,12/24/2020,30,0.15,NA,NA
LD046_20,delicata,m,CL015_20,A,28,1/11/2021,48,0.25,21.859,34.837
LD046_20,delicata,m,CL015_20,A,28,2/13/2021,81,0.342,25.767,34.577
LD046_20,delicata,m,CL015_20,A,28,5/13/2021,170,0.467,27,42
LD046_20,delicata,m,CL015_20,A,28,6/12/2021,200,0.623,30,47
LD046_20,delicata,m,CL015_20,A,28,7/29/2021,247,0.771,32,52
LD046_20,delicata,m,CL015_20,A,28,9/9/2021,289,0.883,34,55
LD048_20,delicata,NA,CL015_20,A,28,11/22/2020,0,0.111,17.372,24.277
LD048_20,delicata,NA,CL015_20,A,28,11/30/2020,8,0.151,18.159,25.889
LD048_20,delicata,NA,CL015_20,A,28,12/6/2020,14,0.19,NA,NA
LD048_20,delicata,NA,CL015_20,A,28,12/11/2020,19,0.19,NA,NA
LD048_20,delicata,NA,CL015_20,A,28,12/13/2020,21,0.187,NA,NA
LD048_20,delicata,NA,CL015_20,A,28,12/15/2020,23,0.1865,NA,NA
LD048_20,delicata,NA,CL015_20,A,28,12/19/2020,27,0.241,20.582,30.486
LD048_20,delicata,NA,CL015_20,A,28,1/5/2021,44,0.284,22.463,29.24
LD048_20,delicata,NA,CL015_20,A,28,1/31/2021,70,0.405,25.262,39.461
LD048_20,delicata,NA,CL015_20,A,28,2/2/2021,72,0.376,28.015,NA
LD048_20,delicata,NA,CL015_20,A,28,3/8/2021,106,0.575,28.785,45.064
LD048_20,delicata,NA,CL015_20,A,28,5/25/2021,184,1.091,36,59
LD048_20,delicata,NA,CL015_20,A,28,7/2/2021,222,1.166,38,60
LD048_20,delicata,NA,CL015_20,A,28,8/7/2021,258,1.135,38,61
LD049_20,delicata,f,CL016_20,C,23,12/14/2020,0,0.136,17.932,25.872
LD049_20,delicata,f,CL016_20,C,23,12/28/2020,14,0.191,20.355,28.788
LD049_20,delicata,f,CL016_20,C,23,12/30/2020,16,0.191,20.355,28.788
LD049_20,delicata,f,CL016_20,C,23,1/1/2021,18,0.2175,21.0165,29.8555
LD049_20,delicata,f,CL016_20,C,23,1/3/2021,20,0.244,21.678,30.923
LD049_20,delicata,f,CL016_20,C,23,1/3/2021,20,0.244,21.678,30.923
LD049_20,delicata,f,CL016_20,C,23,1/12/2021,29,0.268,22.711,32.667
LD049_20,delicata,f,CL016_20,C,23,1/16/2021,33,0.2405,NA,NA
LD049_20,delicata,f,CL016_20,C,23,1/18/2021,35,0.2495,NA,NA
LD049_20,delicata,f,CL016_20,C,23,3/4/2021,80,0.315,25.328,32.644
LD049_20,delicata,f,CL016_20,C,23,5/13/2021,150,0.737,32,49
LD049_20,delicata,f,CL016_20,C,23,6/12/2021,180,1.011,35,54
LD049_20,delicata,f,CL016_20,C,23,7/29/2021,227,1.32,38,59
LD049_20,delicata,f,CL016_20,C,23,9/19/2021,279,1.637,40,61
LD050_20,delicata,f,CL016_20,A,23,12/16/2020,0,0.126,18.571,24.267
LD050_20,delicata,f,CL016_20,A,23,12/28/2020,12,0.17,20.253,26.917
LD050_20,delicata,f,CL016_20,A,23,12/30/2020,14,0.17,20.253,26.917
LD050_20,delicata,f,CL016_20,A,23,1/1/2021,16,0.2025,20.892,27.176
LD050_20,delicata,f,CL016_20,A,23,1/3/2021,18,0.235,21.531,27.435
LD050_20,delicata,f,CL016_20,A,23,1/3/2021,18,0.235,21.531,27.435
LD050_20,delicata,f,CL016_20,A,23,1/16/2021,31,0.2175,NA,NA
LD050_20,delicata,f,CL016_20,A,23,1/18/2021,33,0.208,22.848,31.632
LD050_20,delicata,f,CL016_20,A,23,1/18/2021,33,0.223,NA,NA
LD050_20,delicata,f,CL016_20,A,23,1/29/2021,44,0.3,26.155,33.712
LD050_20,delicata,f,CL016_20,A,23,3/6/2021,80,0.406,26.805,31.261
LD050_20,delicata,f,CL016_20,A,23,5/15/2021,150,0.776,31,44
LD050_20,delicata,f,CL016_20,A,23,6/15/2021,181,0.784,33,48
LD050_20,delicata,f,CL016_20,A,23,7/31/2021,227,0.945,35,49
LD050_20,delicata,f,CL016_20,A,23,10/21/2021,309,1.454,41,58
LD058_20,delicata,m,CL019_20,A,28,11/24/2020,0,0.088,NA,NA
LD058_20,delicata,m,CL019_20,A,28,12/7/2020,13,0.225,21.673,29.872
LD058_20,delicata,m,CL019_20,A,28,12/11/2020,17,0.2285,21.341,31.3205
LD058_20,delicata,m,CL019_20,A,28,12/13/2020,19,0.232,21.009,32.769
LD058_20,delicata,m,CL019_20,A,28,12/13/2020,19,0.232,21.009,32.769
LD058_20,delicata,m,CL019_20,A,28,12/20/2020,26,0.22,23.431,33.5
LD058_20,delicata,m,CL019_20,A,28,12/20/2020,26,0.228,NA,NA
LD058_20,delicata,m,CL019_20,A,28,12/22/2020,28,0.204,NA,NA
LD058_20,delicata,m,CL019_20,A,28,12/24/2020,30,0.209,NA,NA
LD058_20,delicata,m,CL019_20,A,28,1/11/2021,48,0.32,25.131,37.293
LD058_20,delicata,m,CL019_20,A,28,2/13/2021,81,0.469,27.076,37.311
LD058_20,delicata,m,CL019_20,A,28,5/13/2021,170,0.931,36,56
LD058_20,delicata,m,CL019_20,A,28,6/12/2021,200,1.181,38,64
LD058_20,delicata,m,CL019_20,A,28,7/29/2021,247,1.333,40,63
LD058_20,delicata,m,CL019_20,A,28,9/19/2021,299,1.44,42,65
LD059_20,delicata,NA,CL019_20,C,28,11/24/2020,0,0.117,18.795,23.113
LD059_20,delicata,NA,CL019_20,C,28,12/7/2020,13,0.24,22.967,28.753
LD059_20,delicata,NA,CL019_20,C,28,12/11/2020,17,0.259,23.278,31.244
LD059_20,delicata,NA,CL019_20,C,28,12/13/2020,19,0.278,23.589,33.735
LD059_20,delicata,NA,CL019_20,C,28,12/13/2020,19,0.278,23.589,33.735
LD059_20,delicata,NA,CL019_20,C,28,12/20/2020,26,0.238,22.558,33.274
LD059_20,delicata,NA,CL019_20,C,28,12/20/2020,26,0.245,NA,NA
LD059_20,delicata,NA,CL019_20,C,28,12/22/2020,28,0.226,NA,NA
LD059_20,delicata,NA,CL019_20,C,28,12/24/2020,30,0.239,NA,NA
LD059_20,delicata,NA,CL019_20,C,28,1/11/2021,48,0.399,27.014,33.126
LD059_20,delicata,NA,CL019_20,C,28,3/8/2021,104,0.707,31.875,NA
LD059_20,delicata,NA,CL019_20,C,28,5/20/2021,177,1.263,39,60
LD059_20,delicata,NA,CL019_20,C,28,7/5/2021,223,1.549,41,63
LD059_20,delicata,NA,CL019_20,C,28,8/7/2021,256,1.532,42,64
LD059_20,delicata,NA,CL019_20,C,28,12/16/2021,387,2.039,47,70
LD060_20,delicata,f,CL019_20,A,23,12/12/2020,0,0.102,18.026,22.06
LD060_20,delicata,f,CL019_20,A,23,12/21/2020,9,0.149,19.779,25.859
LD060_20,delicata,f,CL019_20,A,23,12/23/2020,11,0.149,19.779,25.859
LD060_20,delicata,f,CL019_20,A,23,12/25/2020,13,0.1735,20.0775,27.375
LD060_20,delicata,f,CL019_20,A,23,12/27/2020,15,0.198,20.376,28.891
LD060_20,delicata,f,CL019_20,A,23,12/27/2020,15,0.198,20.376,28.891
LD060_20,delicata,f,CL019_20,A,23,1/8/2021,27,0.216,NA,NA
LD060_20,delicata,f,CL019_20,A,23,1/10/2021,29,0.2245,NA,NA
LD060_20,delicata,f,CL019_20,A,23,1/11/2021,30,0.229,21.842,32.491
LD060_20,delicata,f,CL019_20,A,23,3/6/2021,84,0.532,27.365,38.777
LD060_20,delicata,f,CL019_20,A,23,5/25/2021,164,1.15,37,54
