,Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_.day.m.year..,egg_date,hatch_date,Hatch_data_.day.m.year.,egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,egg_mass_final,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes,dev_time,days_alive,yr_post_hatch_mortality
355,EG545_20,LG545_20,"""4001""",Box 1.28,m,CL160_20,E004_M,,E032_F120,guichenoti,A-23,A,23,1,ALIVE,2020/21,11/12/2020,11/12/2020,30/1/2021,,0.23,9.84,6.58,0.201,0.201,0.126086957,0.168,20.409,24.077,44.486,NA,dropped tail when condensed toe-clipping,50,NA,NA
356,EG546_20,LG546_20,"""3000""",Box 1.28,f,CL160_20,E004_M,,E060_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/12/2020,11/12/2020,11/1/2021,,0.21,9.22,6.72,0.186,0.186,0.114285714,0.141,19.635,24.93,44.565,NA,,31,NA,NA
357,EG548_20,LG548_20,"""2522""",Box 1.25,f,CL161_20,E001_M,,E026_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/12/2020,11/12/2020,10/1/2021,,0.188,8.5,6.23,0.157,0.157,0.164893617,0.114,17.986,25.384,43.37,NA,"bit watery, but got yolk, photo with LD, not LG",30,NA,NA
358,EG561_20,LG561_20,"""0210""",Box 1.28,f,CL164_20,E001_M,,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,13/12/2020,13/12/2020,3/2/2021,,0.152,10,5.15,0.135,0.135,0.111842105,0.143,18.818,22.476,41.294,NA,,52,NA,NA
359,EG562_20,LG562_20,"""0505""",Box 1.28,f,CL165_20,E002_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,18/12/2020,18/12/2020,7/2/2021,,0.22,9.31,6.84,0.197,0.197,0.104545455,0.145,18.148,24.411,42.559,NA,,51,NA,NA
360,EG563_20,LG563_20,"""(15)(45)00""",Box 1.28,f,CL165_20,E002_M,,E056_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,18/12/2020,18/12/2020,19/1/2021,,0.226,9.84,6.68,0.204,0.204,0.097345133,0.164,20.248,25.685,45.933,NA,,32,NA,NA
361,EG566_20,LG566_20,"""2001""",Box 1.28,m,CL166_20,E002_M,,E056_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,18/12/2020,18/12/2020,12/2/2021,,0.128,8.8,5.05,0.115,0.115,0.1015625,0.138,19.739,24.763,44.502,NA,,56,NA,NA
362,EG567_20,NA,,,,CL166_20,E002_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,18/12/2020,18/12/2020,NA,,0.131,9.33,5.44,0.111,0.111,0.152671756,NA,NA,NA,,29/12/2020,"not best, got some yolk, but little blood; egg die 29/12/20",NA,NA,NA
363,EG583_20,LG583_20,"""0400""",Box 1.28,m,CL171_20,E001_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,22/12/2020,22/12/2020,10/2/2021,,0.217,8.4,6.98,0.194,0.194,0.134,NA,19.855,24.829,44.684,NA,,50,NA,NA
364,EG584_20,LG584_20,"""(12345)(12345)00""",,m,CL171_20,E001_M,,,guichenoti,A-28,A,28,0,ALIVE,2020/21,22/12/2020,22/12/2020,22/1/2021,,0.22,8.88,6.74,0.197,0.197,,0.118,19.848,24.822,44.67,NA,,31,NA,NA
365,EG589_20,NA,,,,CL173_20,E003_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,29/12/2020,29/12/2020,NA,,0.217,9.91,6.24,0.193,0.193,0.110599078,NA,NA,NA,,3/2/2021,egg died 3/02/21; full embryo,NA,NA,NA
366,EG590_20,LG590_20,"""1005""",Box 1.28,m,CL173_20,E003_M,,E056_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,29/12/2020,29/12/2020,14/2/2021,,0.202,8.62,6.5,0.182,0.182,0.099009901,0.138,19.711,25.501,45.212,NA,,47,NA,NA
367,EG157,LG036,"""0232""",Box 1.21,f,CL58,E12,E018_M,,delicata,C-23,C,23,0,ALIVE,2019/20,,17/12/2019,2/2/2020,2/2/2020,0.142,7.85,5.82,NA,0.142,20/2/2002,0.11,17.232,21.54,38.772,NA,Was labelled as LG033,47,NA,NA
368,EG078,LG034,"""5000""",Box 1.21,m,CL34,E8,E001_M,,guichenoti,C-23,C,23,0,ALIVE,2019/20,,26/11/2019,15/1/2020,15/1/2020,0.181,8.43,6.22,NA,0.181,20/1/2015,0.159,19.445,25.733,49.78,NA,"eggs stuck together; species is actually guichenoitii, changed on 27/1/20. updated ID is LG034 (original ID LD621)",50,NA,NA
369,EG035,LG033,"""0031""",Box 1.21,m,CL019,E12,E002_M,E002_M,guichenoti,C-23,C,23,0,ALIVE,2019/20,,22/11/2019,13/1/2020,13/1/2020,0.162,8.31,5.62,NA,0.162,20/1/2013,0.136,17.616,21.241,45.282,NA,eggs stuck together; Re-did length photograph on 15.01.20 (wasn't done properly first time) was LD614,52,NA,NA
370,EG161,LG031,"""4520""",Box 1.21,f,CL61,E14,E019_M,E019_M,delicata,C-28,C,28,0,ALIVE,2019/20,,26/12/2019,25/1/2020,25/1/2020,0.143,9.21,5.45,NA,0.143,20/1/2025,0.116,18.052,26.971,NA,NA,photo number is incorrect. Reads LD625. ,30,NA,NA
371,EG150,LG025,"""(23)(1234)50""",Box 1.21,f,CL56,E11,E003_M,E003_M/E005_M,guichenoti,C-28,C,28,0,ALIVE,2019/20,,15/12/2019,19/1/2020,,0.152,9.1,5.11,NA,0.152,20/1/2019,0.082,15.963,19.073,35.036,NA,,35,NA,NA
372,EG084,LG024,"""3300""",Box 1.21,m,CL36,E1,E004_M,,guichenoti,C-23,C,23,1,DEAD,2019/20,,26/11/2019,17/1/2020,,0.188,9.55,5.75,NA,0.188,20/1/2017,0.193,19.986,26.749,46.735,NA,,52,NA,NA
373,EG153,LG022,"""1005""",Box 1.21,f,CL57,E11,E002_M,,guichenoti,C-28,C,28,0,ALIVE,2019/20,,17/12/2019,17/1/2020,,0.178,8.55,5.94,NA,0.178,20/1/2017,0.151,18.635,30.139,48.774,NA,,31,NA,NA
374,EG072,LG020,"""4010""",Box 1.21,f,CL33,E12,E002_M,E002_M,guichenoti,C-23,C,23,0,ALIVE,2019/20,,26/11/2019,16/1/2020,,0.162,8.55,5.6,NA,0.162,20/1/2016,0.148,18.683,25.042,43.725,NA,"CL33 laid in same spot, could be two clutches",51,NA,NA
375,EG073,LG017,"""(234)(12)20""",Box 1.21,m,CL33,E12,E002_M,E002_M,guichenoti,C-23,C,23,0,ALIVE,2019/20,,26/11/2019,15/1/2020,,0.196,8.99,6.24,NA,0.196,20/1/2015,0.161,20.277,18.137,38.414,NA,damaged tail tip ,50,NA,NA
376,EG156,LG016,"""3203""",Box 1.21,m,CL58,E12,NA,,delicata,C-28,C,28,0,ALIVE,2019/20,,17/12/2019,14/1/2020,,0.146,7.43,6.03,NA,0.146,20/1/2014,0.098,17.206,22.767,39.973,NA,Re-did length photograph on 15.01.20 (wasn't done properly first time),28,NA,NA
377,EG133,LG015,"""2004""",Box 1.21,f,CL51,E10,E001_M,,guichenoti,C-28,C,28,0,ALIVE,2019/20,,8/12/2019,9/1/2020,,0.171,8.8,5.86,NA,0.171,20/1/2009,0.14,19.516,28.049,47.565,NA,,32,NA,NA
378,EG123,LG013,"""4003""",Box 1.21,m,CL48,E1,E004_M,NA,guichenoti,C-28,C,28,1,DEAD,2019/20,,5/12/2019,7/1/2020,,0.213,9.98,6.37,NA,0.213,20/1/2007,0.168,19.882,24.24,44.122,NA,,33,NA,NA
379,EG140,LG012,"""2315""",Box 1.21,f,CL53,E13,E019_M,,delicata,C-28,C,28,0,ALIVE,2019/20,,8/12/2019,6/1/2020,,0.139,8.03,5.69,NA,0.139,20/1/2006,0.091,16.438,23.443,39.881,NA,,29,NA,NA
380,EG104,LG011,"""5002""",Box 1.21,m,CL40,E5,E003_M,E004_M,guichenoti,C-28,C,28,0,ALIVE,2019/20,,1/12/2019,6/1/2020,,0.153,8.87,6.63,NA,0.153,20/1/2006,0.139,19.497,24.709,44.206,NA,,36,NA,NA
381,EG013,LG010,"""0403""",Box 1.21,m,CL008,E2,E003_M,E003_M/E005_M,guichenoti,C-23,C,23,0,ALIVE,2019/20,,18/11/2019,6/1/2020,,0.164,8.23,6.07,NA,0.164,20/1/2006,0.138,18.746,25.747,44.493,NA,,49,NA,NA
382,EG144,LG009,"""3005""",Box 1.21,f,CL54,E16,E001_M,,guichenoti,C-28,C,28,0,ALIVE,2019/20,,8/12/2019,6/1/2020,,0.085,8.71,4.67,NA,0.085,20/1/2006,0.113,16.512,21.695,38.207,NA,shrivelled a bit,29,NA,NA
