season,lizard_id,tc,species,trt,sex,current_enclosure,egg_id,clutch,egg_enclosure,egg_date,egg_mass,egg_length,egg_width,hatch_date,hatch_mass,hatch_svl,hatch_tl,rm1_date,rm1_mass,rm1_svl,rm1_tl,death_date,liz_status,mortality,notes,tissue_box,mating_enclosure,post_extract_mass,yolk_reduction,hatch_total,feeding_expt,metabolism,behaviour,feed_date_start,metab_start_date,growth,thanatosis,rm_notes,cohort,mesocosm
<2018,LD100_MQ,"""(45)4(34)(234)""",delicata,NA,m,E020_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E020_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD101_MQ,"""0030""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E020_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD102_MQ,"""005(35)""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24/10/2022,DEAD,1,Dead 24/10/2022,NA,E020_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD103_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E020_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD104_MQ,"""0(12)(A)(A)""",delicata,NA,m,E021_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E021_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD105_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E021_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD106_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E022_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD107_MQ,"""00(34)2""",delicata,NA,m,E062,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E022_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD108_MQ,"""0105""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E023_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD109_MQ,"""0400""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E020_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD110_MQ,"""0001""",delicata,NA,f,E021_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E021_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD111_MQ,"""0103""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E021_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD112_MQ,"""0045""",delicata,NA,f,E021_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E021_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD113_MQ,"""01(A)(A)""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E022_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD114_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E023_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD115_MQ,"""00(A)(A)""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E024_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD116_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E024_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD117_MQ,"""(A)(A)(123)(1235)""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E026_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD118_MQ,"""0433""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E022_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD119_MQ,"""0410""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E022_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD120_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E025_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD121_MQ,"""2020""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E023_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD122_MQ,"""2305""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E023_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD123_MQ,"""0252""",delicata,NA,m,E062,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E023_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD124_MQ,"""0003""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E024_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD125_MQ,"""5140""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E024_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD126_MQ,2101,delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E025_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD127_MQ,0(A)00,delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E025_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD128_MQ,3510,delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E025_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD129_MQ,000(34),delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E025_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD130_MQ,"""5000""",delicata,NA,f,E026_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E026_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD131_MQ,"""0(35)05""",delicata,NA,m,E026_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E026_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD132_MQ,"""0022""",delicata,NA,f,E026_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E026_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD133_MQ,"""1432""",delicata,NA,f,E026_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E026_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD134_MQ,"""0000""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E027_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD135_MQ,"""0042""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E027_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD136_MQ,"""1022""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E027_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD137_MQ,"""030(34)""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E028_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD138_MQ,"""0000""",delicata,NA,f,E028_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E028_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD139_MQ,"""no rigth front leg""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E027_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD140_MQ,"""2040""",delicata,NA,f,E028_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E028_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD141_MQ,"""3000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E027_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD142_MQ,"""0000""",delicata,NA,f,E029_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E029_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD143_MQ,"""0025""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E029_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD144_MQ,"""5004""",delicata,NA,m,E028_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E028_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD145_MQ,"""3020""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E028_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD146_MQ,"""11(13)(134)""",delicata,NA,m,E026_M,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E029_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD147_MQ,"""0004""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E029_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD148_MQ,"""0412""",delicata,NA,m,E029_m,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E029_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD149_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E030_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD150_MQ,"""3512""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E030_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD151_MQ,"""1224""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E030_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD152_MQ,"""0000""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E031_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD153_MQ,"""00(234)0""",delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E031_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD154_MQ,"""0043""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD,1,NA,NA,E030_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD155_MQ,"""0205""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E030_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD156_MQ,"""2452""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,Box 1.25,E031_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD157_MQ,"""1501""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E031_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD158_MQ,"""3320""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E031_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD159_MQ,"""(34)000""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E024_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD160_MQ,NA,delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,extra males from wild animals,NA,D001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD161_MQ,NA,delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,D001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD162_MQ,NA,delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,D002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LD163_MQ,NA,delicata,NA,m,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,D002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LG040_MQ,"""0000""",delicata,NA,f,NA,NA,NA,NA,17/9/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,NA,NA,E006_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LG463_19,"""3301""",guichenoti,NA,f,E004_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,Large females from 2019 breeding season; not experimental animals,NA,E004_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
<2018,LG464_19,"""3405""",guichenoti,NA,f,E004_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,Large females from 2019 breeding season; not experimental animals,NA,E004_M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LD588,"""2051""",delicata,C-23,m,E013_M,EG001,CL001,E13,11/11/2019,0.116,8.68,4.87,29/12/2019,0.105,16.486,22.496,NA,NA,NA,NA,NA,ALIVE,0,NA,Box 1.21,E013_M,NA,19/12/2029,38.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,delicata,A-28,NA,NA,EG002,CL001,E13,11/11/2019,0.1,8.26,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,take out 0.02 ml,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,delicata,A-23,NA,NA,EG003,CL001,E13,11/11/2019,0.1,7.84,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LD572,NA,delicata,C-28,NA,NA,EG004,CL001,E13,11/11/2019,0.099,8.11,4.96,12/12/2019,0.071,16.676,20.907,NA,NA,NA,NA,NA,DEAD,1,bump on head; Died  (17/2/20),NA,NA,NA,19/12/2012,37.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LG008,"""5401""",guichenoti,A-23,m,E003_M/E005_M,EG005,CL002,E4,11/11/2019,0.124,8.1,5.46,1/1/2020,0.096,17.034,19.948,NA,NA,NA,NA,NA,ALIVE,0,NA,Box 1.21,E005_M,0.103,20/1/2001,36.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,A-23,NA,NA,EG006,CL003,E16,12/11/2019,0.149,9.02,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,C-23,NA,NA,EG007,CL004,E2,12/11/2019,0.098,7.65,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,egg slightly collapsed when found,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,C-28,NA,NA,EG008,CL005,E4,15/11/2019,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,probably infertile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LG001,"""(45)100""",guichenoti,A-28,f,E003_M/E005_M,EG009,CL006,E11,15/11/2019,0.179,NA,NA,19/12/2019,0.12,NA,NA,NA,NA,NA,NA,NA,ALIVE,0,Ablated but mostly water it appears,Box 1.21,E005_M,0.144,19/12/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,A-23,NA,NA,EG010,CL007,E12,18/11/2019,0.176,9.39,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,eggs not stuck together,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,C-23,NA,NA,EG011,CL007,E12,18/11/2019,0.177,8.87,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,eggs not stuck together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,C-28,NA,NA,EG012,CL007,E12,18/11/2019,0.179,9.21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,eggs not stuck together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LG010,"""0443""",guichenoti,C-23,m,E003_M/E005_M,EG013,CL008,E2,18/11/2019,0.164,8.23,6.07,6/1/2020,0.138,18.746,25.747,NA,NA,NA,NA,NA,ALIVE,0,NA,Box 1.21,E003_M,NA,20/1/2006,44.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,A-23,NA,NA,EG014,CL009,E4,18/11/2019,0.091,8.18,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,infertile,NA,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LG002,"""4000""",guichenoti,C-28,m,NA,EG015,CL010,E5,18/11/2019,0.142,8.75,4.83,20/12/2019,0.144,18.449,25.961,NA,NA,NA,NA,NA,ALIVE,0,possible injury to the head,Box 1.21,E001_M,NA,19/12/2020,44.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,A-28,NA,NA,EG016,CL010,E5,18/11/2019,0.141,8.17,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,A-23,NA,NA,EG017,CL011,E9,18/11/2019,0.133,7.64,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,C-23,NA,NA,EG018,CL011,E9,18/11/2019,0.126,8.43,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,guichenoti,C-28,NA,NA,EG019,CL011,E9,18/11/2019,0.141,9.31,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,C-28,NA,NA,EG020,CL012,E8,18/11/2019,0.127,8.17,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"think guich,eggs not stuck together",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,A-28,NA,NA,EG021,CL012,E8,18/11/2019,0.115,7.74,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"think guich, eggs not stuck together",NA,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,A-28,NA,NA,EG022,CL013,E8,18/11/2019,0.122,7.86,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"think deli, eggs stuck together",NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,C-28,NA,NA,EG023,CL013,E8,18/11/2019,0.121,7.75,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"think deli, eggs stuck together",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,delicata,A-28,NA,NA,EG024,CL014,E13,20/11/2019,0.139,8.53,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,bit more watery than want,NA,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,NA,C-23,NA,NA,EG025,CL015,E12,20/11/2019,0.168,9.43,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,NA,NA,delicata,A-28,NA,NA,EG026,CL016,E14,20/11/2019,0.154,8.89,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,note may have accidently got embryo; little yolk mostly water,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LD594,"""5400""",delicata,A-23,m,E018_M,EG027,CL017,E6,20/11/2019,0.113,8.25,4.92,6/1/2020,0.09,16.538,20.217,NA,NA,NA,NA,NA,ALIVE,0,NA,Box 1.20,E008_M,0.095,20/1/2006,36.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,LD597,"""33(234)(12)""",delicata,C-23,f,E019_M,EG028,CL017,E6,20/11/2019,0.118,8.45,5,6/1/2020,0.107,16.393,21.771,NA,NA,NA,NA,NA,ALIVE,0,NA,Box 1.21,E019_M,NA,20/1/2006,38.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
