bd_liz_id,process_researcher,imgj_researcher,liz_hatch_date,bd_date,bd_mass,bd_hwid,bd_svl,bd_tail,bd_hlen,egg_incub_temp,liz_status,process_notes,dup_check_serial,dup_check
ld0216,FK,JC,19/11/2016,11-19-2016,0.105,3.07,17.06,18.62,4.54,29,DEAD,,ld021642693,Original
ld0216,FK,JC,19/11/2016,11-25-2016,NA,3.015,17.13,19.86,,29,DEAD,,ld021642699,Original
ld0216,JC,JC,19/11/2016,12/3/2016,0.111,3.26,18.466,18.513,4.63,29,DEAD,,ld021642707,Original
ld0217,FK,JC,20/11/2016,11-20-2016,0.134,2.68,16.42,20.85,4.51,29,DEAD,,ld021742694,Original
ld0217,FK,JC,20/11/2016,11-25-2016,NA,3.372,18.714,22.34,,29,DEAD,,ld021742699,Original
ld0217,JC,JC,20/11/2016,12/4/2016,0.129,3.276,18.569,22.993,4.81,29,DEAD,,ld021742708,Original
ld0217,JC,JC,20/11/2016,12-19-2016,0.099,3.213,19.412,22.692,4.64,29,DEAD,,ld021742723,Original
ld0218,FK,JC,20/11/2016,11-20-2016,0.118,2.89,16.56,21.66,4.41,29,DEAD,,ld021842694,Original
ld0218,JC,JC,20/11/2016,12/4/2016,0.126,3.198,18.571,21.955,3.94,29,DEAD,,ld021842708,Original
ld0218,JC,JC,20/11/2016,12-19-2016,0.122,3.228,19.417,22.153,4.6,29,DEAD,,ld021842723,Original
ld0219,BS,CW,22/11/2016,11-22-2016,0.133,3.12,19.76,23.95,4.09,29,DEAD,,ld021942696,Original
ld0219,FK,CW,22/11/2016,11-25-2016,NA,3.422,18.69,22.167,,29,DEAD,,ld021942699,Original
ld0219,JC,CW,22/11/2016,12/6/2016,0.129,3.229,18.427,23.963,4.6,29,DEAD,,ld021942710,Original
ld0219,JC,CW,22/11/2016,1/4/2017,0.136,3.26,19.57,23.46,4.66,29,DEAD,,ld021942739,Original
ld0219,JC,CW,22/11/2016,01-18-2017,0.151,3.33,20.54,26.56,4.68,29,DEAD,,ld021942753,Original
ld0219,JC,CW,22/11/2016,2/1/2017,0.192,3.215,21.436,26.101,4.72,29,DEAD,,ld021942767,Original
ld0219,JC,CW,22/11/2016,02-23-2017,0.226,3.8,23.42,28.75,4.91,29,DEAD,,ld021942789,Original
ld0219,JC,CW,22/11/2016,03-23-2017,0.302,3.84,23.55,33.82,5.1,29,DEAD,,ld021942817,Original
ld0219,JC,CW,22/11/2016,04-18-2017,0.31,3.91,24.72,33.99,5.39,29,DEAD,,ld021942843,Original
ld0219,FK,CW,22/11/2016,05-19-2017,0.323,3.81,26.33,35.39,5.19,29,DEAD,,ld021942874,Original
ld0219,FK,NA,22/11/2016,07-20-2017,0.381,3.63,26,,5.43,29,DEAD,,ld021942936,Original
ld0219,FK,NA,22/11/2016,09-15-2017,0.34,3.81,27,,5.48,29,DEAD,,ld021942993,Original
ld0219,FK,NA,22/11/2016,11/7/2017,0.393,4.07,27,,5.48,29,DEAD,,ld021943046,Original
ld0219,FK,NA,22/11/2016,01-15-2018,0.447,3.93,27,,5.58,29,DEAD,,ld021943115,Original
ld0219,FK,NA,22/11/2016,3/6/2018,0.401,3.6,28,,5.58,29,DEAD,,ld021943165,Original
ld0220,BS,CW,22/11/2016,11-22-2016,0.123,3.18,19.19,21.17,4.32,29,DEAD,,ld022042696,Original
ld0220,FK,CW,22/11/2016,11-22-2016,0.123,3.18,19.19,21.17,4.32,29,DEAD,,ld022042696,Duplicate
ld0220,FK,CW,22/11/2016,11-25-2016,NA,3.287,18.005,19.463,,29,DEAD,,ld022042699,Original
ld0220,JC,CW,22/11/2016,12/6/2016,0.116,3.124,18.617,20.15,4.62,29,DEAD,,ld022042710,Original
ld0220,JC,CW,22/11/2016,1/4/2017,0.138,3.21,19.56,20.36,4.62,29,DEAD,,ld022042739,Original
ld0220,JC,CW,22/11/2016,01-18-2017,0.149,3.24,20.09,22.69,4.55,29,DEAD,,ld022042753,Original
ld0220,JC,CW,22/11/2016,2/1/2017,0.199,3.452,23.115,25.023,4.73,29,DEAD,,ld022042767,Original
ld0220,JC,CW,22/11/2016,02-23-2017,0.216,3.4,24.33,27.66,5.07,29,DEAD,,ld022042789,Original
ld0220,JC,CW,22/11/2016,03-23-2017,0.29,3.44,25.54,28.08,5.24,29,DEAD,,ld022042817,Original
ld0220,JC,CW,22/11/2016,04-18-2017,0.275,3.52,26.67,29.58,5.35,29,DEAD,,ld022042843,Original
ld0220,FK,CW,22/11/2016,05-19-2017,0.302,3.7,26.11,31.24,5.14,29,DEAD,,ld022042874,Original
ld0220,FK,CW,22/11/2016,07-20-2017,0.313,3.47,24.5,,5.23,29,DEAD,,ld022042936,Original
ld0220,FK,CW,22/11/2016,09-15-2017,0.288,3.45,27,,5.56,29,DEAD,,ld022042993,Original
ld0220,FK,CW,22/11/2016,11/7/2017,0.478,3.77,28,,5.44,29,DEAD,,ld022043046,Original
ld0220,FK,CW,22/11/2016,01-15-2018,0.479,3.88,29,,5.67,29,DEAD,,ld022043115,Original
ld0220,FK,CW,22/11/2016,01-15-2018,0.466,3.95,29.5,,5.91,29,DEAD,,ld022043115,Duplicate
ld0220,FK,CW,22/11/2016,3/6/2018,0.388,3.71,30,,6.05,29,DEAD,,ld022043165,Original
ld0221,BS,CW,22/11/2016,11-22-2016,0.122,,,,4.2,29,DEAD,,ld022142696,Original
ld0221,FK,CW,22/11/2016,11-25-2016,NA,3.282,17.232,22.14,,29,DEAD,,ld022142699,Original
ld0221,JC,CW,22/11/2016,12/6/2016,0.11,3.091,17.689,23.32,4.7,29,DEAD,,ld022142710,Original
ld0222,BS,CW,23/11/2016,11-23-2016,0.138,3.17,19.01,24.8,4.47,29,ALIVE,,ld022242697,Original
ld0222,FK,CW,23/11/2016,11-25-2016,NA,3.11,17.753,22.507,,29,ALIVE,,ld022242699,Original
ld0222,JC,CW,23/11/2016,12/7/2016,0.131,3.258,19.116,23.472,4.66,29,ALIVE,,ld022242711,Original
ld0222,JC,CW,23/11/2016,12-21-2016,0.126,,,,4.78,29,ALIVE,,ld022242725,Original
ld0222,JC,CW,23/11/2016,1/4/2017,0.144,3.18,20.27,23.72,4.28,29,ALIVE,,ld022242739,Original
ld0222,JC,CW,23/11/2016,01-18-2017,0.151,3.17,19.56,25.03,4.59,29,ALIVE,,ld022242753,Original
ld0222,JC,CW,23/11/2016,2/1/2017,0.197,3.581,21.795,26.259,4.33,29,ALIVE,,ld022242767,Original
ld0222,JC,CW,23/11/2016,02-23-2017,0.209,3.33,22.46,27.82,4.65,29,ALIVE,,ld022242789,Original
ld0222,JC,CW,23/11/2016,03-23-2017,0.249,3.49,23.75,29.98,5.11,29,ALIVE,,ld022242817,Original
ld0222,JC,CW,23/11/2016,04-18-2017,0.297,3.47,26.08,29.39,5.13,29,ALIVE,,ld022242843,Original
ld0222,FK,CW,23/11/2016,05-19-2017,0.318,3.54,26.06,31.83,4.78,29,ALIVE,,ld022242874,Original
ld0222,FK,CW,23/11/2016,07-20-2017,0.365,3.56,26.5,,4.72,29,ALIVE,,ld022242936,Original
ld0222,FK,CW,23/11/2016,09-15-2017,0.348,3.76,27.5,,5.43,29,ALIVE,,ld022242993,Original
ld0222,FK,CW,23/11/2016,11-14-2017,0.509,3.91,30,,5.58,29,ALIVE,,ld022243053,Original
ld0222,FK,CW,23/11/2016,01-15-2018,0.477,3.81,30,,5.62,29,ALIVE,,ld022243115,Original
ld0222,FK,CW,23/11/2016,3/6/2018,0.548,3.88,32,,5.65,29,ALIVE,,ld022243165,Original
ld0222,FK,CW,23/11/2016,06-21-2018,0.769,4.14,33,,5.97,29,ALIVE,,ld022243272,Original
ld0222,FK,CW,23/11/2016,06-21-2018,0.769,,33,,,29,ALIVE,,ld022243272,Duplicate
ld0223,FK,CW,26/11/2016,11-26-2016,0.135,3.284,18.515,24.655,4.23,29,DEAD,,ld022342700,Original
ld0223,JC,CW,26/11/2016,12/10/2016,0.125,3,19.079,22.311,4.68,29,DEAD,,ld022342714,Original
ld0224,FK,CW,26/11/2016,11-26-2016,0.111,3.184,17.459,23.407,4.45,29,ALIVE,,ld022442700,Original
ld0224,JC,CW,26/11/2016,12/10/2016,0.106,2.962,17.915,23.16,4.55,29,ALIVE,,ld022442714,Original
ld0224,JC,CW,26/11/2016,1/6/2017,0.124,3.19,18.42,22.82,4.52,29,ALIVE,,ld022442741,Original
ld0224,JC,CW,26/11/2016,2/3/2017,0.175,3.24,20.793,25.206,4.57,29,ALIVE,,ld022442769,Original
ld0224,JC,CW,26/11/2016,02-23-2017,0.19,3.57,19.87,27.24,4.52,29,ALIVE,,ld022442789,Original
ld0224,JC,CW,26/11/2016,03-23-2017,0.239,3.37,21.38,29.04,5.17,29,ALIVE,,ld022442817,Original
ld0224,JC,CW,26/11/2016,04-18-2017,0.261,3.68,23.19,32.38,5.3,29,ALIVE,,ld022442843,Original
ld0224,FK,CW,26/11/2016,05-19-2017,0.3,3.87,25.26,33.97,4.95,29,ALIVE,,ld022442874,Original
ld0224,FK,CW,26/11/2016,07-20-2017,0.323,3.42,25.5,,5.04,29,ALIVE,,ld022442936,Original
ld0224,FK,CW,26/11/2016,09-15-2017,0.351,3.52,25,,5.26,29,ALIVE,,ld022442993,Original
ld0224,FK,CW,26/11/2016,11-14-2017,0.413,3.52,27.5,,5.35,29,ALIVE,,ld022443053,Original
ld0224,FK,CW,26/11/2016,01-15-2018,0.469,3.72,28,,5.45,29,ALIVE,,ld022443115,Original
ld0224,FK,CW,26/11/2016,3/6/2018,0.457,3.49,29,,5.54,29,ALIVE,,ld022443165,Original
ld0224,FK,CW,26/11/2016,06-21-2018,0.488,3.53,29,,5.72,29,ALIVE,,ld022443272,Original
ld0224,FK,CW,26/11/2016,06-21-2018,0.488,,29,,,29,ALIVE,,ld022443272,Duplicate
ld0224,TF,CW,26/11/2016,07-31-2018,0.666,,31,,,29,ALIVE,,ld022443312,Original
ld0225,FK,CW,27/11/2016,11-27-2016,0.107,3.298,16.663,25.105,4.09,29,DEAD,,ld022542701,Original
ld0225,JC,CW,27/11/2016,12/11/2016,0.095,3.012,17.922,21.745,4.64,29,DEAD,,ld022542715,Original
ld0226,BS,CW,28/11/2016,12-19-2016,0.105,,,,3.96,29,DEAD,,ld022642723,Original
ld0226,FK,CW,28/11/2016,12-26-2016,0.102,2.945,18.169,23.081,4.25,29,DEAD,,ld022642730,Original
ld0226,JC,CW,28/11/2016,1/9/2017,0.143,3.14,19.89,24.33,4.57,29,DEAD,,ld022642744,Original
ld0226,FK,CW,28/11/2016,01-22-2017,0.168,3.21,20.93,25.58,4.62,29,DEAD,,ld022642757,Original
ld0226,JC,CW,28/11/2016,2/6/2017,0.183,3.367,21.465,28.061,4.58,29,DEAD,,ld022642772,Original
ld0226,JC,CW,28/11/2016,02-23-2017,0.228,3.43,23.02,29.72,4.66,29,DEAD,,ld022642789,Original
ld0226,JC,CW,28/11/2016,03-23-2017,0.279,3.28,24.22,33.16,5.12,29,DEAD,,ld022642817,Original
ld0226,JC,CW,28/11/2016,04-18-2017,0.269,3.55,23.34,32.38,5.27,29,DEAD,,ld022642843,Original
ld0226,FK,CW,28/11/2016,05-19-2017,0.292,3.65,24.41,35.66,5.25,29,DEAD,,ld022642874,Original
ld0226,FK,CW,28/11/2016,07-20-2017,0.315,3.38,25,,4.65,29,DEAD,,ld022642936,Original
ld0226,FK,CW,28/11/2016,09-15-2017,0.239,3.52,25.5,,5.39,29,DEAD,,ld022642993,Original
ld0226,FK,CW,28/11/2016,11/7/2017,0.346,3.74,27,,4.94,29,DEAD,,ld022643046,Original
ld0226,FK,CW,28/11/2016,01-15-2018,0.352,3.58,25,,5.25,29,DEAD,,ld022643115,Original
ld0226,FK,CW,28/11/2016,3/6/2018,0.379,3.55,26,,5.14,29,DEAD,,ld022643165,Original
ld0227,FK,CW,28/11/2016,11-28-2016,0.111,3.194,16.838,21.355,4.47,29,DEAD,,ld022742702,Original
ld0227,JC,CW,28/11/2016,12-19-2016,0.095,,,,4.26,29,DEAD,,ld022742723,Original
ld0227,FK,CW,28/11/2016,12-26-2016,0.093,,,,4.05,29,DEAD,,ld022742730,Original
ld0230,FK,CW,7/12/2016,12/7/2016,0.135,3.479,18.523,23.196,4.49,23,DEAD,,ld023042711,Original
ld0230,JC,CW,7/12/2016,12-21-2016,0.138,,,,4.91,23,DEAD,,ld023042725,Original
ld0230,JC,CW,7/12/2016,1/4/2017,0.181,3.28,21.32,23.44,4.68,23,DEAD,,ld023042739,Original
ld0230,JC,CW,7/12/2016,01-18-2017,0.178,3.43,21.67,25.36,4.89,23,DEAD,,ld023042753,Original
ld0230,JC,CW,7/12/2016,2/1/2017,0.221,3.102,21.603,27.73,4.91,23,DEAD,,ld023042767,Original
ld0230,JC,CW,7/12/2016,02-23-2017,0.242,3.69,22.48,29.44,5.18,23,DEAD,,ld023042789,Original
ld0230,JC,CW,7/12/2016,03-23-2017,0.265,3.43,24.78,31.18,5.18,23,DEAD,,ld023042817,Original
ld0230,JC,CW,7/12/2016,04-18-2017,0.303,3.62,24.32,32.36,5.38,23,DEAD,,ld023042843,Original
ld0230,FK,CW,7/12/2016,05-19-2017,0.345,3.62,25.42,34.28,5.39,23,DEAD,,ld023042874,Original
ld0230,FK,CW,7/12/2016,07-20-2017,0.373,3.45,27,,5.29,23,DEAD,,ld023042936,Original
ld0230,FK,CW,7/12/2016,09-15-2017,0.363,3.88,27,,5.47,23,DEAD,,ld023042993,Original
ld0231,FK,CW,8/12/2016,12/8/2016,0.124,3.119,17.797,23.033,4.75,23,DEAD,,ld023142712,Original
ld0231,JC,CW,8/12/2016,1/6/2017,0.161,3.29,20.12,23.13,4.41,23,DEAD,,ld023142741,Original
ld0231,FK,CW,8/12/2016,01-19-2017,0.18,3.29,20.52,25.91,4.48,23,DEAD,,ld023142754,Original
ld0231,JC,CW,8/12/2016,2/3/2017,0.197,3.399,21.2,28.194,4.93,23,DEAD,,ld023142769,Original
ld0231,JC,CW,8/12/2016,02-23-2017,0.21,3.27,22.05,28.81,4.59,23,DEAD,,ld023142789,Original
ld0231,JC,CW,8/12/2016,03-23-2017,0.255,3.46,23.67,31.79,5.05,23,DEAD,,ld023142817,Original
ld0231,JC,CW,8/12/2016,04-18-2017,0.29,3.47,,,5.34,23,DEAD,,ld023142843,Original
ld0231,FK,CW,8/12/2016,05-19-2017,0.319,3.48,25.48,35.48,5.09,23,DEAD,,ld023142874,Original
ld0231,FK,CW,8/12/2016,07-20-2017,0.318,3.53,25,,5.19,23,DEAD,,ld023142936,Original
ld0231,FK,CW,8/12/2016,09-15-2017,0.29,3.62,25,,5.37,23,DEAD,,ld023142993,Original
ld0232,FK,CW,8/12/2016,12/8/2016,0.118,2.963,18.344,23.965,4.37,29,DEAD,,ld023242712,Original
ld0232,JC,CW,8/12/2016,1/6/2017,0.186,3.34,20.58,27.4,4.51,29,DEAD,,ld023242741,Original
ld0232,FK,CW,8/12/2016,01-19-2017,0.212,3.43,22.15,28.57,4.73,29,DEAD,,ld023242754,Original
ld0232,JC,CW,8/12/2016,2/3/2017,0.224,3.395,23.127,30.753,4.8,29,DEAD,,ld023242769,Original
ld0232,JC,CW,8/12/2016,02-23-2017,0.239,3.48,24.11,31.93,4.89,29,DEAD,,ld023242789,Original
ld0232,JC,CW,8/12/2016,03-23-2017,0.291,3.58,24.54,34.53,5.37,29,DEAD,,ld023242817,Original
ld0232,JC,CW,8/12/2016,04-18-2017,0.29,3.56,25.04,35.61,5.47,29,DEAD,,ld023242843,Original
ld0232,FK,CW,8/12/2016,05-19-2017,0.338,3.78,26.89,35.3,5.66,29,DEAD,,ld023242874,Original
ld0232,FK,CW,8/12/2016,07-20-2017,0.32,3.64,25.5,,5.29,29,DEAD,,ld023242936,Original
ld0232,FK,CW,8/12/2016,09-15-2017,0.268,3.52,53.7,,5.34,29,DEAD,bd_svl :outlier,ld023242993,Original
ld0232,FK,CW,8/12/2016,11/7/2017,0.445,3.51,27.5,,5.42,29,DEAD,,ld023243046,Original
ld0232,FK,CW,8/12/2016,01-15-2018,0.493,3.45,29,,5.75,29,DEAD,,ld023243115,Original
ld0232,FK,CW,8/12/2016,3/6/2018,0.501,3.61,30,,5.65,29,DEAD,,ld023243165,Original
ld0233,FK,CW,9/12/2016,12/9/2016,0.113,3.144,17.85,24.36,4.22,29,DEAD,,ld023342713,Original
ld0233,JC,CW,9/12/2016,12-23-2016,0.122,3.031,18.778,24.014,4.5,29,DEAD,,ld023342727,Original
ld0233,JC,CW,9/12/2016,1/6/2017,0.167,3.26,20.25,25.65,4.59,29,DEAD,,ld023342741,Original
ld0233,FK,CW,9/12/2016,01-19-2017,0.176,3.26,21.1,27.54,4.51,29,DEAD,,ld023342754,Original
ld0233,JC,CW,9/12/2016,2/3/2017,0.201,3.352,21.686,30.495,4.64,29,DEAD,,ld023342769,Original
ld0233,JC,CW,9/12/2016,02-23-2017,0.215,3.43,22.76,31.75,4.79,29,DEAD,,ld023342789,Original
ld0233,JC,CW,9/12/2016,03-23-2017,0.232,3.6,24.03,33.16,5.32,29,DEAD,,ld023342817,Original
ld0233,JC,CW,9/12/2016,04-18-2017,0.256,3.53,24.83,33.82,5.33,29,DEAD,,ld023342843,Original
ld0233,FK,CW,9/12/2016,05-19-2017,0.285,3.56,25.36,36.52,5.14,29,DEAD,,ld023342874,Original
ld0233,FK,CW,9/12/2016,07-20-2017,0.338,3.23,21.6,,5.27,29,DEAD,,ld023342936,Original
ld0233,FK,CW,9/12/2016,09-15-2017,0.29,3.45,25.5,,5.31,29,DEAD,,ld023342993,Original
ld0233,FK,CW,9/12/2016,09-15-2017,0.284,3.61,26,,5.45,29,DEAD,,ld023342993,Duplicate
ld0233,FK,CW,9/12/2016,11-14-2017,0.436,3.86,30,,5.31,29,DEAD,,ld023343053,Original
ld0233,FK,CW,9/12/2016,01-15-2018,0.478,3.89,28.5,,5.64,29,DEAD,,ld023343115,Original
ld0233,FK,CW,9/12/2016,3/6/2018,0.436,3.75,30,,5.61,29,DEAD,,ld023343165,Original
ld0234,FK,CW,11/12/2016,12/11/2016,0.127,3.104,18.546,24.576,4.29,23,DEAD,,ld023442715,Original
ld0234,FK,CW,11/12/2016,12-26-2016,0.126,3.031,19.794,25.651,4.24,23,DEAD,,ld023442730,Original
ld0234,JC,CW,11/12/2016,1/9/2017,0.181,3.1,20.91,26.5,4.38,23,DEAD,,ld023442744,Original
ld0234,FK,CW,11/12/2016,01-22-2017,0.196,3.24,22.02,28.65,4.53,23,DEAD,,ld023442757,Original
ld0234,JC,CW,11/12/2016,2/6/2017,0.202,3.21,22.743,29.65,4.61,23,DEAD,,ld023442772,Original
ld0234,JC,CW,11/12/2016,02-23-2017,0.236,3.36,22.91,30.67,4.88,23,DEAD,,ld023442789,Original
ld0234,JC,CW,11/12/2016,03-23-2017,0.287,3.31,24.83,32.12,5.32,23,DEAD,,ld023442817,Original
ld0234,JC,CW,11/12/2016,04-18-2017,0.296,3.4,25.25,33.1,5.31,23,DEAD,,ld023442843,Original
ld0234,FK,CW,11/12/2016,05-19-2017,0.329,3.47,25.32,35.39,4.96,23,DEAD,,ld023442874,Original
ld0234,FK,CW,11/12/2016,07-20-2017,0.375,3.49,26.2,,5.09,23,DEAD,,ld023442936,Original
ld0234,FK,CW,11/12/2016,09-15-2017,0.374,3.72,27,,5.3,23,DEAD,,ld023442993,Original
ld0234,FK,CW,11/12/2016,11/7/2017,0.376,3.65,27,,5.18,23,DEAD,,ld023443046,Original
ld0234,FK,CW,11/12/2016,01-15-2018,0.39,3.54,27,,4.8,23,DEAD,,ld023443115,Original
ld0234,FK,CW,11/12/2016,3/6/2018,0.388,3.44,29,,5.37,23,DEAD,,ld023443165,Original
ld0235,FK,CW,11/12/2016,12/11/2016,0.13,3.05,18.215,24.251,4.28,23,ALIVE,,ld023542715,Original
ld0235,FK,CW,11/12/2016,12-26-2016,0.105,2.905,19.022,24.296,4.59,23,ALIVE,,ld023542730,Original
ld0235,JC,CW,11/12/2016,1/9/2017,0.152,3.23,19.86,23.71,4.34,23,ALIVE,,ld023542744,Original
ld0235,FK,CW,11/12/2016,01-22-2017,0.153,3.16,20.35,25.32,4.74,23,ALIVE,,ld023542757,Original
ld0235,JC,CW,11/12/2016,2/6/2017,0.165,3.435,20.52,26.525,4.59,23,ALIVE,,ld023542772,Original
ld0235,JC,CW,11/12/2016,02-23-2017,0.189,3.4,21.58,27.71,4.64,23,ALIVE,,ld023542789,Original
ld0235,JC,CW,11/12/2016,03-23-2017,0.228,3.42,21.65,30.24,5.08,23,ALIVE,,ld023542817,Original
ld0235,JC,CW,11/12/2016,04-18-2017,0.265,3.48,23.2,33.65,5.44,23,ALIVE,,ld023542843,Original
ld0235,FK,CW,11/12/2016,05-19-2017,0.319,,,,5.15,23,ALIVE,,ld023542874,Original
ld0235,FK,CW,11/12/2016,07-20-2017,0.347,3.34,26,,5.26,23,ALIVE,,ld023542936,Original
ld0235,FK,CW,11/12/2016,09-15-2017,0.327,3.48,26,,5.52,23,ALIVE,,ld023542993,Original
ld0235,FK,CW,11/12/2016,11-14-2017,0.484,3.71,29,,5.66,23,ALIVE,,ld023543053,Original
ld0235,FK,CW,11/12/2016,01-15-2018,0.526,4.07,30,,5.88,23,ALIVE,,ld023543115,Original
ld0235,FK,CW,11/12/2016,3/6/2018,0.459,3.84,30,,5.92,23,ALIVE,,ld023543165,Original
ld0235,FK,CW,11/12/2016,06-21-2018,0.612,3.77,30.5,,5.95,23,ALIVE,,ld023543272,Original
ld0235,FK,CW,11/12/2016,06-21-2018,0.612,,30.5,,,23,ALIVE,,ld023543272,Duplicate
ld0236,FK,CW,11/12/2016,12/11/2016,0.13,3.162,19.801,24.83,4.31,23,ALIVE,,ld023642715,Original
ld0236,FK,CW,11/12/2016,12-26-2016,0.136,2.89,20.644,25.596,4.42,23,ALIVE,,ld023642730,Original
ld0236,JC,CW,11/12/2016,1/9/2017,0.19,3.19,21.51,27.48,4.56,23,ALIVE,,ld023642744,Original
ld0236,FK,CW,11/12/2016,01-22-2017,0.189,3.23,21.38,28.39,4.85,23,ALIVE,,ld023642757,Original
ld0236,JC,CW,11/12/2016,2/6/2017,0.193,3.211,22.614,29.124,4.34,23,ALIVE,,ld023642772,Original
ld0236,JC,CW,11/12/2016,02-23-2017,0.219,3.21,24.47,30.1,4.7,23,ALIVE,,ld023642789,Original
ld0236,JC,CW,11/12/2016,03-23-2017,0.266,3.48,24.39,31.93,4.39,23,ALIVE,,ld023642817,Original
ld0236,JC,CW,11/12/2016,04-18-2017,0.266,3.55,23.9,31.96,5.17,23,ALIVE,,ld023642843,Original
ld0236,FK,CW,11/12/2016,05-19-2017,0.318,3.57,25.23,34.06,5.11,23,ALIVE,,ld023642874,Original
ld0236,FK,CW,11/12/2016,07-20-2017,0.355,3.39,27,,5.18,23,ALIVE,,ld023642936,Original
ld0236,FK,CW,11/12/2016,09-15-2017,0.306,3.76,26,,5.27,23,ALIVE,,ld023642993,Original
ld0236,FK,CW,11/12/2016,11-14-2017,0.487,3.92,30,,5.46,23,ALIVE,,ld023643053,Original
ld0236,FK,CW,11/12/2016,01-15-2018,0.504,3.5,31,,5.58,23,ALIVE,,ld023643115,Original
ld0236,FK,CW,11/12/2016,3/6/2018,0.46,3.8,31,,5.55,23,ALIVE,,ld023643165,Original
ld0236,FK,CW,11/12/2016,06-21-2018,0.563,3.81,30.5,,6.01,23,ALIVE,,ld023643272,Original
ld0236,FK,CW,11/12/2016,06-21-2018,0.563,,30.5,,,23,ALIVE,,ld023643272,Duplicate
ld0236,TF,CW,11/12/2016,07-31-2018,0.7,,32,,,23,ALIVE,,ld023643312,Original
ld0237,FK,CW,11/12/2016,12/11/2016,0.126,3.216,17.584,22.843,4.29,23,DEAD,,ld023742715,Original
ld0237,FK,CW,11/12/2016,12-26-2016,0.108,3.161,19.368,24.207,4.38,23,DEAD,,ld023742730,Original
ld0237,JC,CW,11/12/2016,1/9/2017,0.17,3.12,21.46,26.56,4.63,23,DEAD,,ld023742744,Original
ld0237,FK,CW,11/12/2016,01-22-2017,0.179,3.14,21.46,26.56,4.64,23,DEAD,,ld023742757,Original
ld0237,JC,CW,11/12/2016,2/6/2017,0.174,3.291,22.106,27.199,4.68,23,DEAD,,ld023742772,Original
ld0237,JC,CW,11/12/2016,02-23-2017,0.203,3.42,22.58,27.38,4.86,23,DEAD,,ld023742789,Original
ld0237,JC,CW,11/12/2016,03-23-2017,0.282,3.42,24.36,29.54,4.93,23,DEAD,,ld023742817,Original
ld0237,JC,CW,11/12/2016,04-18-2017,0.292,3.46,24.23,32.3,4.77,23,DEAD,,ld023742843,Original
ld0237,FK,CW,11/12/2016,05-19-2017,0.298,3.55,24.67,32.9,5.39,23,DEAD,,ld023742874,Original
ld0237,FK,CW,11/12/2016,07-20-2017,0.303,3.44,26,,5.29,23,DEAD,,ld023742936,Original
ld0237,FK,CW,11/12/2016,09-15-2017,0.273,3.49,25.5,,5.54,23,DEAD,,ld023742993,Original
ld0237,FK,CW,11/12/2016,11/7/2017,0.344,3.48,26,,5.39,23,DEAD,,ld023743046,Original
ld0237,FK,CW,11/12/2016,01-15-2018,0.315,3.45,27,,5.22,23,DEAD,,ld023743115,Original
ld0237,FK,CW,11/12/2016,3/6/2018,0.347,3.71,27,,5.37,23,DEAD,,ld023743165,Original
ld0238,FK,CW,11/12/2016,12/11/2016,0.121,2.872,18.158,24.341,4.32,23,ALIVE,,ld023842715,Original
ld0238,FK,CW,11/12/2016,12-26-2016,0.116,2.802,19.978,23.849,4.1,23,ALIVE,,ld023842730,Original
ld0238,JC,CW,11/12/2016,1/9/2017,0.142,3.08,20.26,23.62,4.54,23,ALIVE,,ld023842744,Original
ld0238,FK,CW,11/12/2016,01-22-2017,0.156,3.23,20.6,24.21,4.64,23,ALIVE,,ld023842757,Original
ld0238,JC,CW,11/12/2016,2/6/2017,0.165,3.218,21.519,26.939,4.6,23,ALIVE,,ld023842772,Original
ld0238,JC,CW,11/12/2016,02-23-2017,0.197,3.2,21.63,28.16,4.41,23,ALIVE,,ld023842789,Original
ld0238,JC,CW,11/12/2016,03-23-2017,0.233,3.37,22.37,30.28,5.06,23,ALIVE,,ld023842817,Original
ld0238,JC,CW,11/12/2016,04-18-2017,0.259,3.35,24.42,31.57,5,23,ALIVE,,ld023842843,Original
ld0238,FK,CW,11/12/2016,05-19-2017,0.292,3.34,24.49,33.94,5.02,23,ALIVE,,ld023842874,Original
ld0238,FK,CW,11/12/2016,07-20-2017,0.313,3.21,24,,5.28,23,ALIVE,,ld023842936,Original
ld0238,FK,CW,11/12/2016,09-15-2017,0.278,3.58,25.5,,5.25,23,ALIVE,,ld023842993,Original
ld0238,FK,CW,11/12/2016,11-14-2017,0.433,3.78,28,,5.57,23,ALIVE,,ld023843053,Original
ld0238,FK,CW,11/12/2016,11-14-2017,0.43,3.8,28,,5.49,23,ALIVE,,ld023843053,Duplicate
ld0238,FK,CW,11/12/2016,01-15-2018,0.466,3.81,28.5,,5.53,23,ALIVE,,ld023843115,Original
ld0238,FK,CW,11/12/2016,3/6/2018,0.528,4.06,30,,5.6,23,ALIVE,,ld023843165,Original
ld0238,FK,CW,11/12/2016,06-21-2018,0.721,4.12,31,,5.83,23,ALIVE,,ld023843272,Original
ld0238,FK,CW,11/12/2016,06-21-2018,0.721,,31,,,23,ALIVE,,ld023843272,Duplicate
ld0239,FK,CW,11/12/2016,12/11/2016,0.134,3.082,18.302,24.912,4.72,23,DEAD,,ld023942715,Original
ld0239,FK,CW,11/12/2016,12-26-2016,0.123,3.018,20.119,25.342,4.47,23,DEAD,,ld023942730,Original
ld0239,JC,CW,11/12/2016,1/9/2017,0.181,3.12,19.9,26.68,5.08,23,DEAD,,ld023942744,Original
