bd_liz_id,process_researcher,imgj_researcher,liz_hatch_date,bd_date,bd_mass,bd_hwid,bd_svl,bd_tail,bd_hlen,egg_incub_temp,liz_status,process_notes,dup_check_serial,dup_check
ld0336,JC,JC,17/1/2017,5/5/2017,0.297,3.229,24.33,30.445,5.23,23,DEAD,,ld033642860,Original
ld0336,JC,JC,17/1/2017,6/1/2017,0.34,3.486,26.225,33.373,5.52,23,DEAD,,ld033642887,Original
ld0336,FK,JC,17/1/2017,8/1/2017,0.343,3.34,25.5,NA,4.87,23,DEAD,,ld033642948,Original
ld0336,FK,JC,17/1/2017,09-28-2017,0.334,3.27,26,NA,5.48,23,DEAD,,ld033643006,Original
ld0336,FK,JC,17/1/2017,11-14-2017,0.457,3.81,28,NA,5.61,23,DEAD,,ld033643053,Original
ld0336,FK,JC,17/1/2017,01-15-2018,0.543,3.87,30,NA,5.67,23,DEAD,,ld033643115,Original
ld0336,FK,JC,17/1/2017,3/6/2018,0.475,3.76,30,NA,6.09,23,DEAD,,ld033643165,Original
ld0337,FK,JC,17/1/2017,01-17-2017,0.1,2.964,17.72,21.409,3.87,23,DEAD,,ld033742752,Original
ld0337,JC,JC,17/1/2017,2/1/2017,0.152,3.044,NA,NA,4.39,23,DEAD,Missing bd photo,ld033742767,Original
ld0337,JC,JC,17/1/2017,3/9/2017,0.165,3.134,19.69,25.952,4.63,23,DEAD,,ld033742803,Original
ld0337,JC,JC,17/1/2017,4/11/2017,0.198,3.157,22.149,27.131,4.66,23,DEAD,,ld033742836,Original
ld0337,JC,JC,17/1/2017,5/5/2017,0.214,3.21,21.39,27.698,4.45,23,DEAD,,ld033742860,Original
ld0337,JC,JC,17/1/2017,6/1/2017,0.212,3.194,20.793,28.835,4.95,23,DEAD,,ld033742887,Original
ld0337,FK,JC,17/1/2017,8/1/2017,0.228,NA,NA,NA,4.47,23,DEAD,Missing folder,ld033742948,Original
ld0337,FK,JC,17/1/2017,8/1/2017,0.224,NA,NA,NA,4.54,23,DEAD,Missing folder,ld033742948,Duplicate
ld0337,FK,JC,17/1/2017,09-28-2017,0.246,3.35,24,NA,4.41,23,DEAD,,ld033743006,Original
ld0337,FK,JC,17/1/2017,11/7/2017,0.362,3.5,25.5,NA,4.61,23,DEAD,,ld033743046,Original
ld0338,FK,JC,17/1/2017,01-17-2017,0.11,2.924,17.739,23.065,4.51,23,ALIVE,,ld033842752,Original
ld0338,JC,JC,17/1/2017,2/1/2017,0.199,3.154,20.014,26.045,4.66,23,ALIVE,,ld033842767,Original
ld0338,JC,JC,17/1/2017,3/9/2017,0.208,3.232,21.316,19.113,4.89,23,ALIVE,,ld033842803,Original
ld0338,JC,JC,17/1/2017,4/6/2017,0.23,3.343,21.646,30.039,4.96,23,ALIVE,,ld033842831,Original
ld0338,JC,JC,17/1/2017,5/5/2017,0.28,3.324,22.847,31.679,5.09,23,ALIVE,,ld033842860,Original
ld0338,JC,JC,17/1/2017,6/1/2017,0.295,3.442,23.63,31.559,5.51,23,ALIVE,,ld033842887,Original
ld0338,FK,JC,17/1/2017,8/1/2017,0.285,3.45,25,NA,5.32,23,ALIVE,,ld033842948,Original
ld0338,FK,JC,17/1/2017,09-28-2017,0.277,3.22,25,NA,5.26,23,ALIVE,,ld033843006,Original
ld0338,FK,JC,17/1/2017,11/7/2017,0.379,3.42,27,NA,5.54,23,ALIVE,,ld033843046,Original
ld0338,FK,JC,17/1/2017,01-15-2018,0.433,3.59,28,NA,5.57,23,ALIVE,,ld033843115,Original
ld0338,FK,JC,17/1/2017,3/6/2018,0.39,3.52,28,NA,5.59,23,ALIVE,,ld033843165,Original
ld0338,FK,JC,17/1/2017,06-21-2018,0.619,3.44,30,NA,6.11,23,ALIVE,,ld033843272,Original
ld0338,TF,JC,17/1/2017,07-31-2018,0.811,NA,33,NA,,23,ALIVE,,ld033843312,Original
ld0339,BS,JC,20/1/2017,01-20-2017,0.121,3.049,18.307,22.93,4.81,23,DEAD,,ld033942755,Original
ld0339,JC,JC,20/1/2017,2/3/2017,NA,2.935,19.951,24.156,,23,DEAD,,ld033942769,Original
ld0339,JC,JC,20/1/2017,3/9/2017,0.211,NA,NA,NA,4.74,23,DEAD,Missing data ?,ld033942803,Original
ld0340,FK,JC,22/1/2017,01-22-2017,0.123,2.978,18.51,26.346,4.12,29,ALIVE,,ld034042757,Original
ld0340,JC,JC,22/1/2017,2/6/2017,0.159,3.296,20.065,28.608,4.85,29,ALIVE,,ld034042772,Original
ld0340,JC,JC,22/1/2017,3/9/2017,0.221,3.302,NA,NA,4.97,29,ALIVE,Missing bd photo,ld034042803,Original
ld0340,JC,JC,22/1/2017,4/6/2017,0.253,3.352,24.16,34.305,5.14,29,ALIVE,,ld034042831,Original
ld0340,JC,JC,22/1/2017,5/5/2017,0.301,3.561,24.803,36.181,5.24,29,ALIVE,,ld034042860,Original
ld0340,JC,JC,22/1/2017,6/1/2017,0.306,3.254,25.23,34.798,5.15,29,ALIVE,,ld034042887,Original
ld0340,FK,JC,22/1/2017,8/1/2017,0.294,3.41,25,NA,5.01,29,ALIVE,,ld034042948,Original
ld0340,FK,JC,22/1/2017,09-28-2017,0.288,3.35,25,NA,5.07,29,ALIVE,,ld034043006,Original
ld0340,FK,JC,22/1/2017,11-14-2017,0.418,3.6,28,NA,5.35,29,ALIVE,,ld034043053,Original
ld0340,FK,JC,22/1/2017,01-15-2018,0.475,3.57,29,NA,5.7,29,ALIVE,,ld034043115,Original
ld0340,FK,JC,22/1/2017,3/6/2018,0.456,3.44,30,NA,5.55,29,ALIVE,,ld034043165,Original
ld0340,FK,JC,22/1/2017,06-21-2018,0.529,3.68,30,NA,5.7,29,ALIVE,,ld034043272,Original
ld0340,TF,JC,22/1/2017,07-31-2018,0.625,NA,32,NA,,29,ALIVE,,ld034043312,Original
ld0341,FK,JC,22/1/2017,01-22-2017,0.109,3.054,18.177,22.495,4.27,23,DEAD,,ld034142757,Original
ld0341,JC,JC,22/1/2017,2/6/2017,0.134,3.035,18.37,22.625,4.63,23,DEAD,,ld034142772,Original
ld0341,JC,JC,22/1/2017,3/9/2017,0.209,3.046,21.148,27.543,4.83,23,DEAD,,ld034142803,Original
ld0341,JC,JC,22/1/2017,4/11/2017,0.243,NA,NA,NA,5.12,23,DEAD,Missing photos,ld034142836,Original
ld0341,JC,JC,22/1/2017,5/5/2017,0.292,3.416,24.287,30.419,4.98,23,DEAD,,ld034142860,Original
ld0341,JC,JC,22/1/2017,6/1/2017,0.326,3.578,23.269,34.976,5.32,23,DEAD,,ld034142887,Original
ld0341,FK,JC,22/1/2017,8/1/2017,0.348,3.35,26,NA,4.72,23,DEAD,,ld034142948,Original
ld0341,FK,JC,22/1/2017,09-28-2017,0.374,3.48,27,NA,5.12,23,DEAD,,ld034143006,Original
ld0341,FK,JC,22/1/2017,11/7/2017,0.478,3.74,27,NA,5.18,23,DEAD,,ld034143046,Original
ld0341,FK,JC,22/1/2017,01-15-2018,0.422,3.66,27,NA,5.36,23,DEAD,,ld034143115,Original
ld0341,FK,JC,22/1/2017,3/6/2018,0.44,3.66,28,NA,5.36,23,DEAD,,ld034143165,Original
ld0342,FK,JC,22/1/2017,01-22-2017,0.116,2.96,18.344,24.428,4.19,29,ALIVE,,ld034242757,Original
ld0342,JC,JC,22/1/2017,2/6/2017,0.147,3.203,19.637,25.024,4.48,29,ALIVE,,ld034242772,Original
ld0342,JC,JC,22/1/2017,3/9/2017,0.19,3.241,21.288,26.812,4.53,29,ALIVE,,ld034242803,Original
ld0342,JC,JC,22/1/2017,4/11/2017,0.239,NA,NA,NA,4.91,29,ALIVE,Missing photos,ld034242836,Original
ld0342,JC,JC,22/1/2017,5/5/2017,0.262,3.359,23.39,29.572,4.93,29,ALIVE,,ld034242860,Original
ld0342,JC,JC,22/1/2017,6/1/2017,0.287,3.276,23.198,31.429,5.03,29,ALIVE,,ld034242887,Original
ld0342,FK,JC,22/1/2017,8/1/2017,0.307,3.4,24,NA,4.99,29,ALIVE,,ld034242948,Original
ld0342,FK,JC,22/1/2017,8/1/2017,0.302,3.41,24.5,NA,5.06,29,ALIVE,,ld034242948,Duplicate
ld0342,FK,JC,22/1/2017,09-28-2017,0.31,3.33,25,NA,5.06,29,ALIVE,,ld034243006,Original
ld0342,FK,JC,22/1/2017,11/7/2017,0.448,3.4,28.5,NA,5.4,29,ALIVE,,ld034243046,Original
ld0342,FK,JC,22/1/2017,01-15-2018,0.442,3.93,29,NA,5.74,29,ALIVE,,ld034243115,Original
ld0342,FK,JC,22/1/2017,3/6/2018,0.494,3.84,30,NA,5.75,29,ALIVE,,ld034243165,Original
ld0342,FK,JC,22/1/2017,06-21-2018,0.641,3.64,32,NA,5.95,29,ALIVE,,ld034243272,Original
ld0342,TF,JC,22/1/2017,07-31-2018,0.495,NA,28,NA,,29,ALIVE,,ld034243312,Original
ld0343,BS,JC,23/1/2017,01-23-2017,0.123,3.025,18.307,23.654,4.12,23,DEAD,,ld034342758,Original
ld0343,JC,JC,23/1/2017,2/6/2017,0.134,3.091,19.883,23.982,4.2,23,DEAD,,ld034342772,Original
ld0343,JC,JC,23/1/2017,3/9/2017,0.209,3.196,21.423,27.137,4.45,23,DEAD,,ld034342803,Original
ld0343,JC,JC,23/1/2017,4/6/2017,0.265,3.442,23.106,29.607,5.04,23,DEAD,,ld034342831,Original
ld0343,JC,JC,23/1/2017,5/5/2017,0.294,3.403,24.17,32.925,5.07,23,DEAD,,ld034342860,Original
ld0343,JC,JC,23/1/2017,6/1/2017,0.345,3.414,24.866,34.462,5.4,23,DEAD,,ld034342887,Original
ld0343,FK,JC,23/1/2017,8/1/2017,0.383,3.36,27,NA,5.49,23,DEAD,,ld034342948,Original
ld0343,FK,JC,23/1/2017,09-28-2017,0.395,3.6,28,NA,5.41,23,DEAD,,ld034343006,Original
ld0343,FK,JC,23/1/2017,09-28-2017,0.386,NA,27.5,NA,5.56,23,DEAD,Missing hwid ?,ld034343006,Duplicate
ld0343,FK,JC,23/1/2017,11-14-2017,0.55,3.82,30.5,NA,5.55,23,DEAD,,ld034343053,Original
ld0344,BS,JC,24/1/2017,01-24-2017,0.114,3.18,18.795,22.484,4.54,23,ALIVE,,ld034442759,Original
ld0344,JC,JC,24/1/2017,2/8/2017,0.16,3.103,20.307,22.589,4.61,23,ALIVE,,ld034442774,Original
ld0344,JC,JC,24/1/2017,3/9/2017,0.205,3.246,21.037,28.907,4.82,23,ALIVE,,ld034442803,Original
ld0344,JC,JC,24/1/2017,4/6/2017,0.243,3.309,22.397,28.351,4.84,23,ALIVE,,ld034442831,Original
ld0344,JC,JC,24/1/2017,5/5/2017,0.31,3.408,22.949,31.731,4.97,23,ALIVE,,ld034442860,Original
ld0344,JC,JC,24/1/2017,6/1/2017,0.34,3.811,23.586,33.855,5.46,23,ALIVE,,ld034442887,Original
ld0344,FK,JC,24/1/2017,8/1/2017,0.357,3.7,27,NA,5.13,23,ALIVE,,ld034442948,Original
ld0344,FK,JC,24/1/2017,09-28-2017,0.376,3.48,28,NA,5.61,23,ALIVE,,ld034443006,Original
ld0344,FK,JC,24/1/2017,11-14-2017,0.514,3.92,30,NA,5.85,23,ALIVE,,ld034443053,Original
ld0344,FK,JC,24/1/2017,01-15-2018,0.493,3.98,31,NA,6.12,23,ALIVE,,ld034443115,Original
ld0344,FK,JC,24/1/2017,3/6/2018,0.4,3.61,31,NA,5.96,23,ALIVE,,ld034443165,Original
ld0344,FK,JC,24/1/2017,06-21-2018,0.655,3.67,33.5,NA,6.49,23,ALIVE,,ld034443272,Original
ld0344,TF,JC,24/1/2017,07-31-2018,0.876,NA,34,NA,,23,ALIVE,,ld034443312,Original
ld0345,BS,JC,24/1/2017,01-24-2017,0.119,3.274,18.712,23.289,4.35,23,DEAD,,ld034542759,Original
ld0345,JC,JC,24/1/2017,2/8/2017,0.158,3.297,19.328,24.941,4.83,23,DEAD,,ld034542774,Original
ld0345,JC,JC,24/1/2017,3/9/2017,0.208,3.373,24.086,36.033,5.09,23,DEAD,,ld034542803,Original
ld0345,JC,JC,24/1/2017,4/11/2017,0.243,NA,NA,NA,5.06,23,DEAD,Missing photos,ld034542836,Original
ld0345,JC,JC,24/1/2017,5/5/2017,0.266,3.442,22.577,31.363,5.22,23,DEAD,,ld034542860,Original
ld0345,JC,JC,24/1/2017,6/1/2017,0.311,3.791,23.436,33.614,5.58,23,DEAD,,ld034542887,Original
ld0345,FK,JC,24/1/2017,8/1/2017,0.328,3.4,25.5,NA,5.26,23,DEAD,,ld034542948,Original
ld0345,FK,JC,24/1/2017,09-28-2017,0.362,3.5,26,NA,5.29,23,DEAD,,ld034543006,Original
ld0345,FK,JC,24/1/2017,11/7/2017,0.338,3.76,26,NA,5.5,23,DEAD,,ld034543046,Original
ld0345,FK,JC,24/1/2017,01-15-2018,0.29,3.63,27,NA,5.15,23,DEAD,,ld034543115,Original
ld0345,FK,JC,24/1/2017,3/6/2018,0.325,3.8,26,NA,5.57,23,DEAD,,ld034543165,Original
ld0346,FK,CW,25/1/2017,01-25-2017,0.112,3.034,17.729,21.838,4.47,23,DEAD,,ld034642760,Original
ld0346,JC,CW,25/1/2017,2/8/2017,0.158,3.008,19.578,25.872,4.13,23,DEAD,,ld034642774,Original
ld0346,JC,CW,25/1/2017,03-16-2017,0.211,2.99,22.56,29.35,4.93,23,DEAD,,ld034642810,Original
ld0346,JC,CW,25/1/2017,04-13-2017,0.27,3.14,23.2,31.6,4.71,23,DEAD,,ld034642838,Original
ld0346,JC,CW,25/1/2017,5/11/2017,0.294,3.26,24.34,32.25,5.27,23,DEAD,,ld034642866,Original
ld0346,JC,CW,25/1/2017,6/8/2017,0.337,3.18,23.3,32.32,5.4,23,DEAD,,ld034642894,Original
ld0346,FK,CW,25/1/2017,8/7/2017,0.373,3.53,26,NA,5.11,23,DEAD,,ld034642954,Original
ld0346,FK,CW,25/1/2017,8/7/2017,0.368,3.54,26,NA,5.05,23,DEAD,,ld034642954,Duplicate
ld0346,FK,CW,25/1/2017,10/2/2017,0.37,3.56,27,NA,5.39,23,DEAD,,ld034643010,Original
ld0346,FK,CW,25/1/2017,11-14-2017,0.518,3.82,30,NA,5.97,23,DEAD,,ld034643053,Original
ld0347,FK,CW,25/1/2017,01-25-2017,0.12,3.008,18.703,23.973,4.24,23,ALIVE,,ld034742760,Original
ld0347,JC,CW,25/1/2017,2/8/2017,0.163,3.129,20.427,26.33,4.6,23,ALIVE,,ld034742774,Original
ld0347,JC,CW,25/1/2017,03-16-2017,0.207,3.21,22.67,29.54,4.95,23,ALIVE,,ld034742810,Original
ld0347,JC,CW,25/1/2017,04-13-2017,0.241,3.46,NA,NA,5.09,23,ALIVE,bd photo missing,ld034742838,Original
ld0347,JC,CW,25/1/2017,05-23-2017,0.291,3.3,24.38,27.31,5.08,23,ALIVE,,ld034742878,Original
ld0347,JC,CW,25/1/2017,6/8/2017,0.301,3.38,24.49,27.91,5.35,23,ALIVE,,ld034742894,Original
ld0347,FK,CW,25/1/2017,8/7/2017,0.268,3.18,25.5,NA,4.74,23,ALIVE,,ld034742954,Original
ld0347,FK,CW,25/1/2017,10/2/2017,0.392,3.63,27,NA,5.29,23,ALIVE,,ld034743010,Original
ld0347,FK,CW,25/1/2017,11/7/2017,0.478,3.82,28,NA,5.35,23,ALIVE,,ld034743046,Original
ld0347,FK,CW,25/1/2017,01-15-2018,0.517,4.04,29,NA,5.79,23,ALIVE,,ld034743115,Original
ld0347,FK,CW,25/1/2017,3/6/2018,0.508,3.73,30,NA,5.62,23,ALIVE,,ld034743165,Original
ld0347,FK,CW,25/1/2017,06-21-2018,0.734,4.09,31,NA,5.73,23,ALIVE,,ld034743272,Original
ld0347,TF,CW,25/1/2017,07-31-2018,0.779,NA,32,NA,NA,23,ALIVE,,ld034743312,Original
ld0348,FK,CW,26/1/2017,01-26-2017,0.12,2.986,18.043,23.8,4.12,23,DEAD,,ld034842761,Original
ld0348,JC,CW,26/1/2017,2/10/2017,0.149,3.093,20.392,26.412,4.9,23,DEAD,,ld034842776,Original
ld0348,JC,CW,26/1/2017,03-16-2017,0.196,3.212,21.515,29.437,4.81,23,DEAD,,ld034842810,Original
ld0348,JC,CW,26/1/2017,04-13-2017,0.253,3.265,22.896,33.704,5.11,23,DEAD,,ld034842838,Original
ld0348,JC,CW,26/1/2017,5/11/2017,0.395,3.3,23.855,33.95,5.15,23,DEAD,,ld034842866,Original
ld0348,JC,CW,26/1/2017,05-23-2017,0.339,3.44,25.135,37.25,4.98,23,DEAD,,ld034842878,Original
ld0348,JC,CW,26/1/2017,6/8/2017,0.335,3.399,25.62,37.36,5.54,23,DEAD,,ld034842894,Original
ld0348,FK,CW,26/1/2017,8/7/2017,0.392,3.6,26,NA,5.26,23,DEAD,,ld034842954,Original
ld0348,FK,CW,26/1/2017,10/2/2017,0.377,3.49,27,NA,5.14,23,DEAD,,ld034843010,Original
ld0348,FK,CW,26/1/2017,11-14-2017,0.53,3.8,30.5,NA,5.61,23,DEAD,,ld034843053,Original
ld0348,FK,CW,26/1/2017,11-14-2017,0.518,3.89,30,NA,5.49,23,DEAD,,ld034843053,Duplicate
ld0348,FK,CW,26/1/2017,01-15-2018,0.581,3.97,32,NA,5.99,23,DEAD,,ld034843115,Original
ld0348,FK,CW,26/1/2017,3/6/2018,0.496,3.65,32,NA,5.8,23,DEAD,,ld034843165,Original
ld0349,FK,CW,27/1/2017,01-27-2017,0.137,3.087,18.917,23.769,4.22,23,DEAD,,ld034942762,Original
ld0349,JC,CW,27/1/2017,2/10/2017,0.146,3.226,19.846,25.602,4.86,23,DEAD,,ld034942776,Original
ld0349,JC,CW,27/1/2017,03-16-2017,0.208,3.24,22.196,28.805,4.72,23,DEAD,,ld034942810,Original
ld0349,JC,CW,27/1/2017,04-13-2017,0.249,3.26,23.45,30.45,5.01,23,DEAD,,ld034942838,Original
ld0349,JC,CW,27/1/2017,5/11/2017,0.297,3.35,24.46,31.96,5.11,23,DEAD,,ld034942866,Original
ld0349,JC,CW,27/1/2017,6/8/2017,0.328,3.53,25.9,35.81,5.79,23,DEAD,,ld034942894,Original
ld0349,FK,CW,27/1/2017,8/7/2017,0.354,3.35,26,NA,5.12,23,DEAD,,ld034942954,Original
ld0349,FK,CW,27/1/2017,10/2/2017,0.382,3.46,26.5,NA,5.41,23,DEAD,,ld034943010,Original
ld0349,FK,CW,27/1/2017,10/2/2017,0.371,3.42,27,NA,5.41,23,DEAD,,ld034943010,Duplicate
ld0349,FK,CW,27/1/2017,11/7/2017,0.517,3.5,29,NA,5.64,23,DEAD,,ld034943046,Original
ld0349,FK,CW,27/1/2017,01-15-2018,0.494,3.9,30,NA,5.86,23,DEAD,,ld034943115,Original
ld0349,FK,CW,27/1/2017,3/6/2018,0.405,4.27,30,NA,5.82,23,DEAD,,ld034943165,Original
ld0350,FK,CW,28/1/2017,01-28-2017,0.103,3.019,17.031,21.877,4.2,29,DEAD,,ld035042763,Original
ld0350,JC,CW,28/1/2017,2/10/2017,0.13,3.228,17.767,21.996,4.12,29,DEAD,,ld035042776,Original
ld0350,JC,CW,28/1/2017,03-16-2017,0.198,3.332,20.44,26.84,4.97,29,DEAD,,ld035042810,Original
ld0350,JC,CW,28/1/2017,04-13-2017,0.238,3.44,22.88,28.39,4.78,29,DEAD,,ld035042838,Original
ld0350,JC,CW,28/1/2017,05-23-2017,0.313,3.47,24.48,32.21,5.48,29,DEAD,,ld035042878,Original
ld0350,JC,CW,28/1/2017,6/8/2017,0.326,3.682,25.064,34.451,5.55,29,DEAD,,ld035042894,Original
ld0350,FK,CW,28/1/2017,8/7/2017,0.33,3.6,24,NA,5.03,29,DEAD,,ld035042954,Original
ld0350,FK,CW,28/1/2017,10/2/2017,0.311,3.4,25,NA,5.08,29,DEAD,,ld035043010,Original
ld0350,FK,CW,28/1/2017,11/7/2017,0.36,3.83,25.5,NA,5.05,29,DEAD,,ld035043046,Original
ld0350,FK,CW,28/1/2017,01-15-2018,0.339,3.71,26.5,NA,5.14,29,DEAD,,ld035043115,Original
ld0350,FK,CW,28/1/2017,3/6/2018,0.402,3.8,26,NA,5.38,29,DEAD,,ld035043165,Original
ld0350,FK,CW,28/1/2017,3/6/2018,0.401,3.41,26,NA,5.15,29,DEAD,,ld035043165,Duplicate
ld0351,BS,CW,31/1/2017,01-31-2017,0.14,3.232,19.559,25.276,4.3,23,DEAD,,ld035142766,Original
ld0351,JC,CW,31/1/2017,03-16-2017,0.216,3.46,19.227,27.87,5.21,23,DEAD,,ld035142810,Original
ld0351,JC,CW,31/1/2017,04-13-2017,0.274,3.478,22.71,32.64,5.09,23,DEAD,,ld035142838,Original
ld0351,JC,CW,31/1/2017,5/11/2017,0.32,3.335,24.486,34.56,5.26,23,DEAD,,ld035142866,Original
ld0351,JC,CW,31/1/2017,6/8/2017,0.36,3.666,25.54,35.55,5.57,23,DEAD,,ld035142894,Original
ld0351,FK,CW,31/1/2017,8/7/2017,0.355,3.61,25.5,NA,5.13,23,DEAD,,ld035142954,Original
ld0351,FK,CW,31/1/2017,10/2/2017,0.37,3.6,26.5,NA,5.25,23,DEAD,,ld035143010,Original
ld0351,FK,CW,31/1/2017,11-14-2017,0.492,3.78,30,NA,5.54,23,DEAD,,ld035143053,Original
ld0352,BS,CW,31/1/2017,01-31-2017,0.111,2.97,18.316,25.999,4.22,29,DEAD,,ld035242766,Original
ld0352,JC,CW,31/1/2017,03-16-2017,0.173,3.443,21.009,28.195,4.82,29,DEAD,,ld035242810,Original
ld0352,JC,CW,31/1/2017,04-13-2017,0.188,3.44,21.997,30.7,4.79,29,DEAD,,ld035242838,Original
ld0352,JC,CW,31/1/2017,05-23-2017,0.234,3.51,23.985,33.88,4.86,29,DEAD,,ld035242878,Original
ld0352,JC,CW,31/1/2017,6/8/2017,0.24,3.711,23.01,35.71,5.05,29,DEAD,,ld035242894,Original
ld0352,FK,CW,31/1/2017,8/7/2017,0.265,3.22,24,NA,4.38,29,DEAD,,ld035242954,Original
ld0352,FK,CW,31/1/2017,10/2/2017,0.281,3.42,25,NA,4.59,29,DEAD,,ld035243010,Original
ld0352,FK,CW,31/1/2017,11/7/2017,0.28,3.67,25.5,NA,5.37,29,DEAD,,ld035243046,Original
ld0352,FK,CW,31/1/2017,3/6/2018,0.341,3.58,28.5,NA,5.48,29,DEAD,,ld035243165,Original
ld0353,BS,CW,31/1/2017,01-31-2017,0.133,3.226,19.071,23.694,4.68,29,DEAD,,ld035342766,Original
ld0353,JC,CW,31/1/2017,03-16-2017,0.183,3.116,21.467,26.877,5.32,29,DEAD,,ld035342810,Original
ld0353,JC,CW,31/1/2017,04-13-2017,0.214,3.25,22.78,27.38,5.16,29,DEAD,,ld035342838,Original
ld0353,JC,CW,31/1/2017,5/11/2017,0.271,3.45,22.63,28.653,5.2,29,DEAD,,ld035342866,Original
ld0353,JC,CW,31/1/2017,6/8/2017,0.285,3.525,24.027,30.681,5.36,29,DEAD,,ld035342894,Original
ld0353,FK,CW,31/1/2017,8/7/2017,0.305,3.5,25,NA,5.09,29,DEAD,,ld035342954,Original
ld0353,FK,CW,31/1/2017,10/2/2017,0.314,3.18,26,NA,4.95,29,DEAD,,ld035343010,Original
ld0353,FK,CW,31/1/2017,11/7/2017,0.399,3.8,26,NA,5.01,29,DEAD,,ld035343046,Original
ld0353,FK,CW,31/1/2017,01-15-2018,0.33,3.57,27,NA,5.3,29,DEAD,,ld035343115,Original
ld0353,FK,CW,31/1/2017,3/6/2018,0.354,3.75,26.5,NA,5.41,29,DEAD,,ld035343165,Original
ld0354,BS,CW,31/1/2017,01-31-2017,0.135,3.04,18.767,24.22,4.03,29,DEAD,,ld035442766,Original
ld0354,JC,CW,31/1/2017,03-16-2017,0.186,3.235,22.116,26.72,4.93,29,DEAD,,ld035442810,Original
ld0354,JC,CW,31/1/2017,04-13-2017,0.229,3.811,23.636,30.057,4.79,29,DEAD,,ld035442838,Original
ld0354,JC,CW,31/1/2017,05-23-2017,0.299,3.69,24.878,32.024,5.35,29,DEAD,,ld035442878,Original
ld0354,JC,CW,31/1/2017,6/8/2017,0.294,3.53,25.248,32.9,5.4,29,DEAD,,ld035442894,Original
ld0354,FK,CW,31/1/2017,8/7/2017,0.299,3.38,24.5,NA,5.33,29,DEAD,,ld035442954,Original
ld0354,FK,NA,31/1/2017,10/2/2017,NA,3.47,24.5,NA,5.05,29,DEAD,,ld035443010,Original
ld0355,BS,CW,1/2/2017,2/1/2017,0.148,3.147,19.157,25.704,4.82,23,ALIVE,,ld035542767,Original
ld0355,JC,CW,1/2/2017,03-16-2017,0.214,3.46,22.578,29.387,4.99,23,ALIVE,,ld035542810,Original
ld0355,JC,CW,1/2/2017,04-13-2017,0.239,3.42,22.585,31.96,4.92,23,ALIVE,,ld035542838,Original
ld0355,JC,CW,1/2/2017,05-23-2017,0.328,3.761,23.743,34.36,5.4,23,ALIVE,,ld035542878,Original
ld0355,JC,CW,1/2/2017,6/8/2017,0.318,3.839,23.419,35.627,5.69,23,ALIVE,,ld035542894,Original
ld0355,FK,CW,1/2/2017,8/7/2017,0.354,3.5,25,NA,5.27,23,ALIVE,,ld035542954,Original
ld0355,FK,CW,1/2/2017,10/2/2017,0.369,3.48,25,NA,5.32,23,ALIVE,,ld035543010,Original
ld0355,FK,CW,1/2/2017,10/2/2017,0.331,3.22,24.5,NA,5,23,ALIVE,,ld035543010,Duplicate
ld0355,FK,CW,1/2/2017,11/7/2017,0.475,4.19,27,NA,5.59,23,ALIVE,,ld035543046,Original
ld0355,FK,CW,1/2/2017,01-15-2018,0.533,3.69,28.5,NA,5.62,23,ALIVE,,ld035543115,Original
ld0355,FK,CW,1/2/2017,3/6/2018,0.531,4.05,29,NA,5.8,23,ALIVE,,ld035543165,Original
ld0355,FK,CW,1/2/2017,06-21-2018,0.773,3.75,32,NA,5.94,23,ALIVE,,ld035543272,Original
ld0355,TF,NA,1/2/2017,07-31-2018,0.97,NA,34,NA,NA,23,ALIVE,,ld035543312,Original
ld0356,BS,CW,2/2/2017,2/2/2017,0.104,2.92,17.77,21.955,4.45,23,DEAD,,ld035642768,Original
ld0356,JC,CW,2/2/2017,03-16-2017,0.16,3.11,20.42,24.289,4.49,23,DEAD,,ld035642810,Original
ld0356,JC,CW,2/2/2017,04-13-2017,0.213,3.186,19.495,27.035,4.75,23,DEAD,,ld035642838,Original
ld0356,JC,CW,2/2/2017,5/11/2017,0.254,3.23,21.353,28.895,4.76,23,DEAD,,ld035642866,Original
ld0356,JC,CW,2/2/2017,6/8/2017,0.296,3.42,22.399,31.063,5.21,23,DEAD,,ld035642894,Original
ld0356,FK,CW,2/2/2017,8/7/2017,0.323,3.45,24.5,NA,4.95,23,DEAD,,ld035642954,Original
ld0356,FK,CW,2/2/2017,10/2/2017,0.342,3.61,24.5,NA,5.04,23,DEAD,,ld035643010,Original
ld0356,FK,CW,2/2/2017,11/7/2017,0.426,3.82,26.5,NA,4.71,23,DEAD,,ld035643046,Original
ld0356,FK,CW,2/2/2017,01-15-2018,0.456,3.76,28,NA,5.51,23,DEAD,,ld035643115,Original
ld0357,BS,CW,2/2/2017,2/2/2017,0.109,3.335,17.264,19.811,4.68,23,ALIVE,,ld035742768,Original
ld0357,JC,CW,2/2/2017,03-16-2017,0.176,3.253,18.428,25.575,5.03,23,ALIVE,,ld035742810,Original
ld0357,JC,CW,2/2/2017,04-13-2017,0.224,3.478,22.03,28.463,4.74,23,ALIVE,,ld035742838,Original
ld0357,JC,CW,2/2/2017,05-23-2017,0.338,3.486,27.078,33.831,5.38,23,ALIVE,,ld035742878,Original
ld0357,JC,CW,2/2/2017,6/8/2017,0.342,3.778,26.937,33.772,5.71,23,ALIVE,,ld035742894,Original
