0,1.8047
13,1.9545
19,2.0471
33,2.233
46,2.3293
63,2.437
89,2.8539
91,2.8197
125,3.1952
203,3.6
241,3.9
277,4
0,1.794
13,1.938
19,2.0045
33,2.1797
46,2.3848
63,2.5234
91,2.9962
125,3.1223
203,3.3
241,3.4
277,3.5
0,1.8816
12,2.0763
18,2.2
30,2.1507
48,2.3997
74,2.7222
110,2.7617
188,3.5
223,3.8
262,4
0,1.7989
13,2.0015
15,2.0015
17,2.0588
19,2.1161
19,2.1161
31,2.1407
67,2.6333
156,3.5
186,3.7
233,4
285,4.2
0,1.7167
14,1.8735
16,1.8735
18,2.0218
20,2.1701
20,2.1701
32,2.241
42,2.298
109,2.8342
157,3.3
189,3.6
236,3.9
304,4.2
7,2.2993
14,2.151
21,2.1868
28,2.2617
44,2.3029
55,2.3948
70,2.4961
72,2.9938
86,2.9255
99,3.0998
143,3.4596
152,3.5347
0,1.7932
14,2.0355
16,2.0355
18,2.10165
20,2.1678
20,2.1678
29,2.2711
80,2.5328
150,3.2
180,3.5
227,3.8
279,4
0,1.8571
12,2.0253
14,2.0253
16,2.0892
18,2.1531
18,2.1531
33,2.2848
44,2.6155
80,2.6805
150,3.1
181,3.3
227,3.5
309,4.1
0,1.8026
9,1.9779
11,1.9779
13,2.00775
15,2.0376
15,2.0376
30,2.1842
84,2.7365
164,3.7
205,4
236,4
0,1.8799
14,2.0427
16,2.0427
18,2.1099
20,2.1771
20,2.1771
25,2.2427
57,2.7506
169,3.6
201,3.9
248,4.2
316,4.5
0,1.8794
8,2.0235
10,2.0235
12,2.0317
14,2.0399
14,2.0399
29,2.3928
66,2.7568
142,3.2
172,3.5
219,3.8
258,4
0,1.888
10,2.0307
14,2.05665
16,2.0826
16,2.0826
34,2.2805
45,2.5338
86,2.5883
167,3.2
199,3.5
244,3.7
296,4
0,1.9364
14,1.9905
16,1.9905
18,2.10275
20,2.215
20,2.215
29,2.3097
43,2.5494
116,3.0874
150,3.6
182,3.9
227,4.4
279,4.5
0,1.8885
9,1.9993
13,2.05835
15,2.1174
15,2.1174
22,2.2067
44,2.3915
98,2.7507
178,3.5
219,3.8
250,3.8
0,1.5618
9,1.793
11,1.793
13,1.87065
15,1.9483
15,1.9483
32,2.1796
75,2.1102
97,2.5041
147,2.8
178,3
224,3.2
306,3.8
0,1.8444
10,1.9761
12,1.9761
14,2.0694
16,2.1627
16,2.1627
33,2.2374
44,2.4115
78,2.6133
148,3
179,3.2
225,3.3
307,3.9
0,1.9586
16,2.1415
18,2.1415
20,2.21265
22,2.2838
22,2.2838
31,2.4007
42,2.5723
77,2.9545
155,3.4
171,3.7
183,3.5
217,3.8
227,3.6
250,3.9
260,3.6
381,4.7
0,1.7584
10,1.8493
12,1.8493
14,1.91475
16,1.9802
16,1.9802
33,2.2166
44,2.4424
94,3.0077
139,3.3
172,3.4
218,3.4
253,3.5
0,1.7061
9,1.9216
11,1.9216
13,2.0306
15,2.1396
15,2.1396
33,2.3155
60,2.5761
122,3
159,3.3
199,3.5
234,3.5
0,1.7971
13,2.0454
15,2.0454
17,2.1063
19,2.1672
19,2.1672
59,2.4981
84,2.9011
154,3.3
184,3.5
226,3.5
268,3.6
0,1.946
16,2.207
18,2.207
20,2.31165
22,2.4163
22,2.4163
31,2.3716
43,2.4837
77,2.8104
151,3.3
180,3.5
222,3.5
255,3.6
0,1.8471
13,1.9709
15,1.9709
17,2.01945
19,2.068
19,2.068
33,2.2488
74,2.5148
148,3
180,3.1
224,3.1
257,3.1
0,1.8844
12,2.0132
14,2.0132
16,2.09425
18,2.1753
18,2.1753
29,2.4775
50,2.475
148,3.3
186,3.4
225,3.4
337,4
0,1.6345
12,1.7062
14,1.7062
16,1.78635
18,1.8665
18,1.8665
29,2.0053
50,2.1618
141,2.7
173,3
220,3.4
288,3.6
0,1.7016
13,1.8286
15,1.8286
17,1.8289
19,1.8292
19,1.8292
33,2.1899
59,2.2931
84,2.7941
152,3.2
180,3.3
224,3.3
257,3.5
0,1.8464
14,2.1023
16,2.1023
18,2.15795
20,2.2136
20,2.2136
32,2.3927
42,2.6894
123,3.238
164,3.5
202,3.6
241,3.7
353,4.2
0,1.937
10,2.0189
12,2.0189
14,2.0911
16,2.1633
16,2.1633
30,2.2002
43,2.4226
135,3.6
172,3.8
212,4
247,4
16,1.9897
18,1.9897
20,2.10095
22,2.2122
22,2.2122
30,2.1974
102,2.6905
138,3
171,3.2
218,3.4
309,4.2
0,1.8762
10,1.8373
12,1.8373
14,1.94005
16,2.0428
16,2.0428
30,2.0487
43,2.3012
151,3.2
181,3.4
223,3.5
265,3.7
0,1.7826
12,1.9147
14,1.9147
16,2.046
18,2.1773
18,2.1773
32,2.0745
117,3.0631
158,3.3
190,3.6
235,3.8
272,4
0,1.7706
10,1.9186
12,1.9186
14,2.01365
16,2.1087
16,2.1087
30,2.0922
56,2.4026
90,2.5843
160,3.1
191,3.3
237,3.6
319,4
0,1.815
9,1.8897
11,1.8897
13,1.9504
15,2.0111
15,2.0111
30,2.3249
47,2.3051
138,3
170,3.2
217,3.4
285,3.9
0,1.8169
10,1.8966
12,1.8966
14,1.9617
