2,0.16
2,0.182
2.2,0.227
2.3,0.307
2.4,0.364
2.9,0.482
3.2,0.629
3.6,1.149
3.9,1.344
4,1.436
1.8,0.105
1.9,0.142
2,0.176
2.2,0.25
2.4,0.314
2.5,0.395
3,0.421
3.1,0.548
3.3,0.803
3.4,0.94
3.5,0.916
1.9,0.113
2.1,0.19
2.2,0.214
2.2,0.263
2.4,0.305
2.8,0.492
3.5,0.883
3.8,1.248
4,1.275
1.8,0.109
2,0.172
2,0.172
2.1,0.2055
2.1,0.239
2.1,0.239
2.1,0.252
2.6,0.395
3.5,0.99
3.7,1.301
4,1.627
4.2,1.941
1.7,0.112
1.9,0.17
1.9,0.17
2,0.198
2.2,0.226
2.2,0.226
2.2,0.295
2.3,0.328
2.8,0.512
3.3,0.766
3.6,1.025
3.9,1.309
4.2,1.631
2.3,0.2
2.2,0.205
2.2,0.255
2.3,0.248
2.3,0.362
2.4,0.447
2.5,0.474
3,0.516
2.9,0.592
3.1,0.66
3.5,0.885
3.5,0.82
1.8,0.136
2,0.191
2,0.191
2.1,0.2175
2.2,0.244
2.2,0.244
2.3,0.268
2.5,0.315
3.2,0.737
3.5,1.011
3.8,1.32
4,1.637
1.9,0.126
2,0.17
2,0.17
2.1,0.2025
2.2,0.235
2.2,0.235
2.3,0.208
2.6,0.3
2.7,0.406
3.1,0.776
3.3,0.784
3.5,0.945
4.1,1.454
1.8,0.102
2,0.149
2,0.149
2,0.1735
2,0.198
2,0.198
2.2,0.229
2.7,0.532
3.7,1.15
4,1.265
4,1.285
1.9,0.126
2,0.164
2,0.164
2.1,0.214
2.2,0.264
2.2,0.264
2.2,0.206
2.8,0.479
3.6,1.025
3.9,1.272
4.2,1.641
4.5,1.987
1.9,0.13
2,0.184
2,0.184
2,0.203
2,0.222
2,0.222
2.4,0.293
3.2,0.76
3.5,0.988
3.8,1.14
4,1.312
1.9,0.131
2,0.204
2.1,0.2195
2.1,0.235
2.1,0.235
2.3,0.288
2.5,0.32
3.2,0.736
3.5,0.913
3.7,1.018
4,1.283
1.9,0.146
2,0.173
2,0.173
2.1,0.207
2.2,0.241
2.2,0.241
2.3,0.29
2.5,0.433
3.1,0.656
3.6,0.908
3.9,1.236
4.4,2.011
4.5,1.913
1.9,0.106
2,0.179
2.1,0.1925
2.1,0.206
2.1,0.206
2.2,0.185
2.4,0.314
2.8,0.487
3.5,1.068
3.8,1.139
3.8,1.213
1.6,0.093
1.8,0.128
1.8,0.128
1.9,0.1425
1.9,0.157
1.9,0.157
2.2,0.246
2.1,0.298
2.5,0.338
2.8,0.561
3,0.616
3.2,0.806
3.8,1.323
1.8,0.113
2,0.183
2,0.183
2.2,0.331
2.4,0.31
2.6,0.393
3,0.635
3.2,0.646
3.3,0.782
3.9,1.225
2,0.114
2.1,0.192
2.1,0.192
2.2,0.236
2.3,0.28
2.3,0.28
2.4,0.31
2.6,0.29
3,0.419
3.4,0.837
3.7,0.978
3.5,0.852
3.8,1.107
3.6,0.855
3.9,1.144
3.6,0.857
4.7,2.119
1.8,0.113
1.8,0.184
1.8,0.184
1.9,0.207
2,0.23
2,0.23
2.2,0.342
2.4,0.317
3,0.571
3.3,0.891
3.4,0.961
3.4,0.929
3.5,0.992
1.7,0.131
1.9,0.164
1.9,0.164
2,0.1965
2.1,0.229
2.1,0.229
2.3,0.324
2.6,0.4
3,0.705
3.3,0.844
3.5,0.951
3.5,0.918
1.8,0.102
2,0.156
2,0.156
2.1,0.1865
2.2,0.217
2.2,0.217
2.5,0.384
2.9,0.491
3.3,0.897
3.5,0.975
3.5,0.984
3.6,1.049
1.9,0.125
2.2,0.228
2.2,0.228
2.3,0.264
2.4,0.3
2.4,0.3
2.4,0.375
2.5,0.385
2.8,0.523
3.3,0.991
3.5,1.031
3.5,1.045
3.6,1.052
1.8,0.12
2,0.183
2,0.183
2,0.1995
2.1,0.216
2.1,0.216
2.2,0.275
2.5,0.393
3,0.649
3.1,0.691
3.1,0.682
3.1,0.748
1.9,0.123
2,0.159
2,0.159
2.1,0.2075
2.2,0.256
2.2,0.256
2.5,0.338
2.5,0.328
3.3,0.824
3.4,0.899
3.4,0.888
4,1.534
1.6,0.097
1.7,0.108
1.7,0.108
1.8,0.13
1.9,0.152
1.9,0.152
2,0.202
2.2,0.252
2.7,0.453
3,0.628
3.4,0.995
3.6,1.141
1.7,0.075
1.8,0.125
1.8,0.125
1.8,0.137
1.8,0.149
1.8,0.149
2.2,0.206
2.3,0.303
2.8,0.5
3.2,0.737
3.3,0.786
3.3,0.818
3.5,0.935
1.8,0.117
2.1,0.201
2.1,0.201
2.2,0.221
2.2,0.241
2.2,0.241
2.4,0.327
2.7,0.397
3.2,0.666
3.5,0.961
3.6,1.095
3.7,1.065
4.2,1.758
1.9,0.115
2,0.167
2,0.167
2.1,0.1985
2.2,0.23
2.2,0.23
2.2,0.241
2.4,0.31
3.6,1.071
3.8,1.24
4,1.294
4,1.343
2.2,0.235
2.2,0.235
2.2,0.227
2.7,0.385
3,0.587
3.2,0.724
3.4,0.925
4.2,1.526
1.9,0.118
1.8,0.134
1.8,0.134
1.9,0.158
2,0.182
2,0.182
2,0.186
2.3,0.282
3.2,0.712
3.4,0.804
3.5,0.876
3.7,1.037
1.8,0.095
1.9,0.138
1.9,0.138
2,0.1745
2.2,0.211
2.2,0.211
2.1,0.199
3.1,0.571
3.3,0.804
3.6,1.035
3.8,1.242
4,1.356
1.8,0.103
1.9,0.148
1.9,0.148
2,0.18
2.1,0.212
2.1,0.212
2.1,0.207
2.4,0.345
2.6,0.407
3.1,0.669
3.3,0.696
3.6,0.977
4,1.164
1.8,0.11
1.9,0.152
1.9,0.152
2,0.1715
2,0.191
2,0.191
2.3,0.285
2.3,0.268
3,0.521
3.2,0.656
3.4,0.924
3.9,1.385
1.8,0.104
1.9,0.134
1.9,0.134
2,0.161
2,0.188
2,0.188
2.1,0.2
2.9,0.459
3.1,0.7
3.4,0.942
3.8,1.174
4,1.389
1.8,0.096
2,0.14
2,0.14
2.1,0.155
2.1,0.17
2.1,0.17
2.2,0.22
2.5,0.309
2.7,0.344
3.4,0.864
3.7,0.987
3.8,1.058
3.8,1.019
1.8,0.113
1.9,0.142
1.9,0.142
1.9,0.1735
2,0.205
2,0.205
2.2,0.179
2.3,0.289
2.6,0.454
3.3,0.805
3.6,0.946
3.6,0.965
1.8,0.115
1.9,0.126
1.9,0.126
2,0.153
2.1,0.18
2.1,0.18
2.2,0.215
2.4,0.273
2.7,0.406
3,0.538
3.3,0.748
3.5,0.959
3.7,1.055
3.8,1.196
1.8,0.108
1.8,0.134
1.8,0.134
1.9,0.154
2,0.174
2,0.174
2.3,0.274
2.5,0.4
3.1,0.682
3.4,0.82
3.8,1.13
3.9,1.235
1.6,0.103
1.8,0.131
1.8,0.131
1.9,0.164
2,0.197
2,0.197
2.1,0.264
3.1,0.687
3.5,1.001
3.8,1.141
3.8,1.117
1.8,0.099
1.9,0.14
1.9,0.14
2,0.174
2.2,0.208
2.2,0.208
2.3,0.29
2.4,0.366
3.3,0.882
3.6,1.138
3.9,1.465
4.3,1.641
1.8,0.124
2,0.146
2,0.146
2.3,0.272
3.1,0.772
3.4,0.85
3.5,1.007
3.7,1.1
1.7,0.112
1.8,0.155
1.8,0.155
2,0.1965
2.1,0.238
2.1,0.238
2.7,0.428
2.9,0.597
3.1,0.755
3.3,0.897
3.6,1.123
1.9,0.096
1.9,0.124
1.9,0.124
1.9,0.148
2,0.172
2,0.172
2.3,0.271
2.5,0.366
3.3,0.791
3.5,0.923
3.6,0.915
3.7,1.122
2,0.185
2,0.185
2.1,0.218
2.3,0.251
2.3,0.251
2.2,0.252
2.5,0.335
3.1,0.754
3.4,0.906
3.7,1.138
3.7,1.169
1.9,0.113
1.9,0.16
1.9,0.16
2,0.193
2.2,0.226
2.2,0.226
2.2,0.299
3.5,0.934
3.7,1.08
3.9,1.133
3.9,1.185
1.8,0.128
2,0.195
2,0.195
2.1,0.203
2.1,0.211
2.1,0.211
2.4,0.343
2.7,0.386
3.2,0.619
3.6,1.124
3.8,1.202
4,1.446
4.1,1.585
1.8,0.118
2,0.153
2,0.153
